acsfProductionDate,approach.cellHealth,approach.creCell,approach.depth,approach.pilotName,approach.pilotTest01,approach.pilotTest04,approach.pilotTest05,approach.pilotTestYN,approach.sliceHealth,attempt,badSweeps,blankFillDate,container,date,depth,experimentType,extraction.endPipetteR,extraction.extractionNotes,extraction.extractionObservations,extraction.nucleus,extraction.pilotNameExtra,extraction.postPatch,extraction.pressureApplied,extraction.retractionPressureApplied,extraction.sampleObservations,extraction.timeChannelRecordingEnd,extraction.timeEnd,extraction.timeExtractionEnd,extraction.timeExtractionStart,extraction.timeRetractionEnd,extraction.timeRetractionStart,extraction.tubeID,failureCause,failureNotes,flipped,formVersion,freeFailureNotes,internalFillDate,internalSolution.concentrationBiocytin,internalSolution.concentrationRnaseInhibitor,internalSolution.version,internalSolution.volume,jem_created,limsSpecName,pipetteSpecName,qcNotes,recording.accessR,recording.humanCellTypePrediction,recording.membraneV,recording.pipetteR,recording.rheobase,recording.timeStart,recording.timeWholeCellStart,rigNumber,rigOperator,roi,sliceNotes,sliceQuality,status,successNotes,wellID,roi_major,roi_minor,jem_date_dt,jem_date_m
2018-09-27,4,Cre+,,None,,,,,4,1.0,,2018-09-04,NA,2018-09-28 12:14:52 -0700,65.3,,4.8,No seal and alexa fill leaking.,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-40.0,-40.0,No Bubbles,,,12:42:40 -0700,12:42:06 -0700,12:46:26 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-09-28,Vip-IRES-Cre;Ai14-416864.03.02,,,,,,5,,12:34:50 -0700,12:39:56 -0700,1,ramr,VISp2/3,#Schedule(Lunch),'Wave of Death',SUCCESS,Ended After C1,,VISp,layer 2/3,2018-09-28,2018-09
2018-09-27,4,Cre+,,None,,,,,3,2.0,,2018-09-04,NA,2018-09-28 15:26:30 -0700,65.0,,4.4,,,no,,nucleus_absent,-27.0,-37.0,,,,16:01:13 -0700,16:00:09 -0700,16:02:12 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-09-28,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-415350.05.02,,,,,,4.5,,15:54:55 -0700,15:57:39 -0700,2,katherineb,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-09-28,2018-09
2018-09-27,2,Cre+,,None,,,,,3,4.0,,2018-09-04,NA,2018-09-28 15:31:40 -0700,44,,184.0,,,not_intentionally,,nucleus_present,-30.0,-30.0,,,,16:14:45 -0700,16:13:30 -0700,16:14:46 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-09-28,Vip-IRES-Cre;Ai14-416871.03.01,,,,,,3.2,,16:08:14 -0700,16:09:59 -0700,3,dijonh,VISp4,,Good,SUCCESS,Access Resistance Increased,,VISp,layer 4,2018-09-28,2018-09
2018-09-28,3,Cre+,,None,,,,,3,3.0,,2018-09-04,NA,2018-10-01 11:45:51 -0700,32.7,,20.0,lost nucleus,,no,,nucleus_absent,-31.0,-35.0,,,,13:01:53 -0700,13:01:42 -0700,14:04:27 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-01,Sst-IRES-Cre;Ai14-416120.03.01,,,,,,6.1,,12:56:17 -0700,12:57:13 -0700,5,jessicat,VISp5,,Good,SUCCESS,,,VISp,layer 5,2018-10-01,2018-10
2018-09-28,3,Cre+,,None,,,,,3,3.0,,2018-09-18,NA,2018-10-01 14:35:32 -0700,49.5,,10.0,,,no,,nucleus_absent,-33.0,-33.0,,,,15:58:27 -0700,15:56:46 -0700,16:18:57 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-01,Sst-IRES-Cre;Ai14-416134.03.02,,Firing patterns changed for first search sweep after resting V was reset (-65 to -64). Cell barely firing past 0 mV. ,,,,5.7,,15:45:51 -0700,15:47:25 -0700,5,jessicat,VISp6a,,Good,SUCCESS,,,VISp,layer 6a,2018-10-01,2018-10
2018-09-28,2,Cre+,,None,,,,,3,1.0,,2018-09-18,NA,2018-10-01 14:35:32 -0700,59.4,,12.0,,,no,,nucleus_absent,-31.0,-31.0,,,,15:02:19 -0700,15:01:03 -0700,15:04:28 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-01,Sst-IRES-Cre;Ai14-416134.03.02,,Access decreased and cell depolarized. Bridge balance and resting mV changed after a couple of failed sweeps ,,,,4.8,,14:46:50 -0700,14:47:52 -0700,5,jessicat,VISp5,,Good,SUCCESS,,,VISp,layer 5,2018-10-01,2018-10
2018-10-02,3,Cre+,,None,,,,,3,1.0,,2018-09-18,NA,2018-10-02 10:28:34 -0700,69,,50,,,not_intentionally,,nucleus_absent,-40.0,-40.0,,,,10:50:09 -0700,10:49:14 -0700,10:50:09 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416125.05.02,,,,,,4.5,,10:40:44 -0700,10:41:32 -0700,3,dijonh,VISp4,,Damaged,SUCCESS,,,VISp,layer 4,2018-10-02,2018-10
2018-10-01,4,Cre+,,None,,,,,4,1.0,,2018-09-18,NA,2018-10-02 10:33:59 -0700,47.7,,21.0,lost seal ,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled",no,,nucleus_absent,-38.0,-38.0,,,,10:59:51 -0700,10:58:21 -0700,11:01:55 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416125.04.01,,,,,,6.9,,10:51:15 -0700,10:52:57 -0700,5,jessicat,VISp6a,,Good,SUCCESS,Cell Depolarized,,VISp,layer 6a,2018-10-02,2018-10
2018-10-01,4,Cre+,,None,,,,,4,3.0,,2018-09-18,NA,2018-10-02 10:33:59 -0700,66.8,,5.0,,,no,,nucleus_absent,-31.0,-41.0,,,,11:28:33 -0700,11:27:39 -0700,13:01:50 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416125.04.01,,,,,,5.0,,11:22:29 -0700,11:24:02 -0700,5,jessicat,VISp4,,Good,SUCCESS,,,VISp,layer 4,2018-10-02,2018-10
2018-10-01,3,Cre+,,None,,,,,3,5.0,,2018-09-18,NA,2018-10-02 12:42:39 -0700,46.5,,200.0,,"Fluorescence in Pipette,Cell Dimmed",no,,nucleus_absent,-30.0,-30.0,,,,13:40:38 -0700,13:39:16 -0700,13:42:07 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416135.04.01,,,,,,5.7,,13:35:10 -0700,13:36:34 -0700,4,kristenh,VISp5,,Good,SUCCESS,,,VISp,layer 5,2018-10-02,2018-10
2018-10-01,4,Cre+,,None,,,,,3,3.0,,2018-09-18,NA,2018-10-02 12:42:39 -0700,64.9,,500.0,,Fluorescence in Pipette,no,,nucleus_absent,-30.0,-30.0,,,,13:23:04 -0700,13:22:08 -0700,13:25:02 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416135.04.01,,,,,,6.0,,13:18:00 -0700,13:18:48 -0700,4,kristenh,VISp5,,Good,SUCCESS,,,VISp,layer 5,2018-10-02,2018-10
2018-10-01,4,Cre+,,None,,,,,3,4.0,,2018-09-18,NA,2018-10-02 13:31:42 -0700,57.8,,800.0,"Cell started turning into outside-out patch during extraction, then the whole cell got sucked up during retraction.",Cell Disappeared,not_intentionally,,entire_cell,-31.0,-30.0,Large Bubbles,,,14:35:41 -0700,14:34:40 -0700,14:40:37 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416135.05.02,,"Original cell I imaged was unhealthy so I patched a cell a bit to the Southwest instead.

APs not crossing zero in some sweeps.",,,,5.4,,14:26:27 -0700,14:30:23 -0700,2,katherineb,VISp2/3,,'Wave of Death',SUCCESS,'Wave of Death',,VISp,layer 2/3,2018-10-02,2018-10
2018-10-01,4,Cre+,,None,,,,,3,2.0,,2018-09-18,NA,2018-10-02 13:31:42 -0700,128.1,,15.0,,Too Deep,no,,nucleus_absent,-33.0,-40.0,,,,14:05:57 -0700,14:04:20 -0700,14:07:54 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416135.05.02,,,,,,5.1,,13:59:47 -0700,14:01:39 -0700,2,katherineb,VISp2/3,,'Wave of Death',SUCCESS,Patch/Cell Unstable,,VISp,layer 2/3,2018-10-02,2018-10
2018-10-01,4,Cre+,,None,,,,,3,5.0,,2018-09-18,NA,2018-10-02 14:16:48 -0700,88.3,,10.0,,,no,,nucleus_absent,-31.0,-31.0,,,,16:11:39 -0700,16:10:32 -0700,16:18:22 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416135.03.02,,,,,,4.4,,16:05:28 -0700,16:06:43 -0700,5,jessicat,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-02,2018-10
2018-10-01,4,Cre+,,None,,,,,4,3.0,,2018-09-18,NA,2018-10-02 14:16:48 -0700,42.0,,6.3,Nucleus not collected; poor seal on cell ,"Cell Dimmed,Cell Swelled",no,,nucleus_present,-26.0,-26.0,,,,15:10:57 -0700,15:10:32 -0700,15:15:24 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416135.03.02,,,,,,4.9,,15:04:46 -0700,15:06:00 -0700,5,jessicat,VISp5,,Good,SUCCESS,Cell Depolarized,,VISp,layer 5,2018-10-02,2018-10
2018-10-01,2,Cre+,,None,,,,,4,2.0,,2018-09-18,NA,2018-10-02 14:58:40 -0700,57,,7.0,,,not_intentionally,,nucleus_absent,-27.0,-27.0,,,,15:21:53 -0700,15:20:51 -0700,15:21:54 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Sst-IRES-Cre;Ai14-416135.03.01,,,,,,3.7,,15:11:50 -0700,15:15:55 -0700,3,dijonh,VISp5,,Good,SUCCESS,,,VISp,layer 5,2018-10-02,2018-10
2018-10-01,3,Cre+,,None,,,,,2,1.0,,2018-09-18,NA,2018-10-02 15:04:38 -0700,62.7,,4.2,No seal and alexa fill leaking.,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-40.0,-40.0,No Bubbles,,,15:19:58 -0700,15:19:33 -0700,15:28:31 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-02,Vip-IRES-Cre;Ai14-417228.05.02,,Questionable spiking pattern.,,,,5.3,,15:13:24 -0700,15:15:20 -0700,1,ramr,VISp2/3,#Schedule,Good,SUCCESS,Ended After C1,,VISp,layer 2/3,2018-10-02,2018-10
2018-10-02,2,Cre+,,None,,,,,3,4.0,,2018-09-18,NA,2018-10-03 09:49:32 -0700,51.1,,11,,,no,,nucleus_absent,-30.0,-30.0,,,,11:35:02 -0700,11:34:16 -0700,11:36:13 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416131.04.02,,Cell very jumpy and a bit depolarized. Cell became a bit healthier after recording (less depolarized),,,,6.4,,11:23:08 -0700,11:24:21 -0700,5,jessicat,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-03,2018-10
2018-10-02,4,Cre+,,None,,,,,3,7.0,,2018-09-18,NA,2018-10-03 10:00:17 -0700,71.0,,500.0,,Cell Dimmed,no,,nucleus_absent,-35.0,-30.0,,,,11:40:15 -0700,11:38:07 -0700,11:41:29 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416131.04.01,,,,,,4.0,,11:33:18 -0700,11:34:41 -0700,4,kristenh,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-03,2018-10
2018-10-02,4,Cre+,,None,,,,,3,4.0,,2018-09-18,NA,2018-10-03 10:00:17 -0700,53.4,,4.0,,Fluorescence in Pipette,no,,nucleus_absent,-30.0,-30.0,,,,10:51:27 -0700,10:50:06 -0700,10:52:52 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416131.04.01,,,,,,5.6,,10:45:33 -0700,10:46:27 -0700,4,kristenh,VISp4,,Good,SUCCESS,,,VISp,layer 4,2018-10-03,2018-10
2018-10-02,4,Cre+,,None,,,,,3,1.0,,2018-09-18,NA,2018-10-03 10:00:45 -0700,63,,6.0,,,no,,nucleus_absent,-23.0,-23.0,,,,10:33:27 -0700,10:32:36 -0700,10:33:27 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416131.06.01,,,,,,3.7,,10:26:29 -0700,10:28:19 -0700,3,dijonh,VISp4,,Good,SUCCESS,Access Resistance Increased,,VISp,layer 4,2018-10-03,2018-10
2018-10-02,5,Cre+,,None,,,,,3,5.0,,2018-09-18,NA,2018-10-03 10:01:37 -0700,90.5,,6.0,,Too Deep,no,,nucleus_absent,-34.0,-34.0,,,,11:20:12 -0700,11:19:05 -0700,11:21:55 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416131.05.02,,,,,,5.3,,11:15:38 -0700,11:16:51 -0700,2,katherineb,VISp5,,Good,SUCCESS,,,VISp,layer 5,2018-10-03,2018-10
2018-10-02,4,None,,None,,,,,2,5.0,,2018-09-18,NA,2018-10-03 12:39:42 -0700,53.4,,4.0,,,no,,nucleus_absent,-32.0,-40.0,,,,14:17:01 -0700,14:15:42 -0700,14:18:54 -0700,,,,,No,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.10.01,,Cell only fired during Rheo?,,Unknown Interneuron,,5.5,,14:09:35 -0700,14:12:23 -0700,2,katherineb,FCx6,"Unknown slice flip.

Harp moved on me. Put it back as close as possible, but corner images may not perfectly align.

Slice is mostly white matter. Not sure about which layer things are in (5/6)?","Damaged,Uneven Thickness",SUCCESS,,,FCx,layer 6,2018-10-03,2018-10
2018-10-02,3,None,,None,,,,,2,3.0,,2018-09-18,NA,2018-10-03 12:39:42 -0700,63.5,,7.0,,Too Deep,no,,nucleus_absent,-34.0,-36.0,,,,13:27:54 -0700,13:26:52 -0700,13:29:37 -0700,,,,,No,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.10.01,,,,FS Interneuron,,5.4,,13:20:59 -0700,13:22:44 -0700,2,katherineb,FCx5,"Unknown slice flip.

Harp moved on me. Put it back as close as possible, but corner images may not perfectly align.

Slice is mostly white matter. Not sure about which layer things are in (5/6)?","Damaged,Uneven Thickness",SUCCESS,Patch/Cell Unstable,,FCx,layer 5,2018-10-03,2018-10
2018-10-02,4,None,,None,,,,,2,4.0,,2018-09-18,NA,2018-10-03 12:39:42 -0700,63.6,,8.0,,Cell Disappeared,no,,nucleus_absent,-27.0,-36.0,,,,13:50:04 -0700,13:48:46 -0700,13:53:59 -0700,,,,,No,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.10.01,,Failed Rheo first time because access resistance increased. Re-broke-in a little bit and ran it again and it was good.,,Unknown Interneuron,,4.2,,13:42:39 -0700,13:44:42 -0700,2,katherineb,FCx5,"Unknown slice flip.

Harp moved on me. Put it back as close as possible, but corner images may not perfectly align.

Slice is mostly white matter. Not sure about which layer things are in (5/6)?","Damaged,Uneven Thickness",SUCCESS,"Access Resistance Increased,Rheobase Changed",,FCx,layer 5,2018-10-03,2018-10
2018-10-02,4,None,,None,,,,,2,4.0,,2018-09-18,NA,2018-10-03 13:08:24 -0700,66.0,,12.0,,,no,,nucleus_absent,-52.0,-58.0,,,,14:34:38 -0700,14:32:41 -0700,18:45:38 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.09.01,,,,,,5.8,,14:26:50 -0700,14:27:55 -0700,5,jessicat,TCx3c,,"Good,Damaged,Uneven Thickness",SUCCESS,,,TCx,layer 3c,2018-10-03,2018-10
2018-10-02,3,None,,None,,,,,2,1.0,,2018-09-18,NA,2018-10-03 13:08:24 -0700,31.5,,20.0,,,no,,nucleus_absent,-39.0,-39.0,,,,13:40:20 -0700,13:39:30 -0700,18:45:34 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.09.01,,Access R decreased during experiment and corrected ,,,,5.1,,13:29:26 -0700,13:30:46 -0700,5,jessicat,TCx4,,"Good,Damaged,Uneven Thickness",SUCCESS,,,TCx,layer 4,2018-10-03,2018-10
2018-10-02,4,None,,None,,,,,2,7.0,,2018-09-18,NA,2018-10-03 13:08:24 -0700,27.4,,10.0,,,no,,nucleus_absent,-45.0,-45.0,,,,15:51:11 -0700,15:45:59 -0700,15:54:17 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.09.01,,,,,,5.6,,15:41:39 -0700,15:42:35 -0700,5,jessicat,TCx4,,"Good,Damaged,Uneven Thickness",SUCCESS,,,TCx,layer 4,2018-10-03,2018-10
2018-10-02,3,None,,None,,,,,2,10.0,,2018-09-18,NA,2018-10-03 13:08:24 -0700,29.6,,10.0,Nucleus tossed. Poor seal on cell ,Cell Swelled,no,,nucleus_present,-50.0,-50.0,,,,17:04:40 -0700,17:03:03 -0700,17:08:03 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.09.01,,,,,,5.3,,16:55:14 -0700,16:55:51 -0700,5,jessicat,TCx3c,,"Good,Damaged,Uneven Thickness",SUCCESS,,,TCx,layer 3c,2018-10-03,2018-10
2018-10-02,3,None,,None,,,,,2,13.0,,2018-09-18,NA,2018-10-03 13:08:24 -0700,60.8,,15.0,,,no,,nucleus_absent,-50.0,-50.0,,,,18:00:04 -0700,17:58:45 -0700,18:01:58 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.09.01,,,,,,5.1,,17:49:22 -0700,17:50:23 -0700,5,jessicat,TCx4,,"Good,Damaged,Uneven Thickness",SUCCESS,,,TCx,layer 4,2018-10-03,2018-10
2018-10-02,4,None,,None,,,,,2,5.0,,2018-09-18,NA,2018-10-03 13:08:24 -0700,72.7,,16.0,,,no,,nucleus_absent,-47.0,-47.0,,,,15:03:49 -0700,15:01:46 -0700,15:04:37 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.09.01,,,,,,5.5,,14:57:37 -0700,14:59:19 -0700,5,jessicat,TCx4,,"Good,Damaged,Uneven Thickness",SUCCESS,,,TCx,layer 4,2018-10-03,2018-10
2018-10-02,4,None,,None,,,,,2,14.0,,2018-09-18,NA,2018-10-03 13:08:24 -0700,42.1,,13.0,lost seal. nucleus tossed ,,no,,nucleus_present,-52.0,-52.0,,,,18:22:42 -0700,18:22:13 -0700,18:26:55 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,H18.06.365.11.09.01,,Cell depolarized immediate after end sweep ,,,,5.6,,18:16:47 -0700,18:17:55 -0700,5,jessicat,TCx3c,,"Good,Damaged,Uneven Thickness",SUCCESS,Cell Depolarized,,TCx,layer 3c,2018-10-03,2018-10
2018-10-02,2,Cre+,,None,,,,,2,3.0,,2018-09-18,NA,2018-10-03 13:28:43 -0700,57,,54.0,,,not_intentionally,,entire_cell,-20.0,-20.0,,,,14:16:17 -0700,14:15:13 -0700,14:16:18 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-03,Sst-IRES-Cre;Ai14-416483.04.02,,,,,,2.1,,14:09:22 -0700,14:10:27 -0700,3,dijonh,VISp4,,'Wave of Death',SUCCESS,,,VISp,layer 4,2018-10-03,2018-10
2018-10-02,2,Cre+,,None,,,,,2,2.0,,2018-09-18,NA,2018-10-03 14:36:07 -0700,83.0,,84,,,not_intentionally,,nucleus_absent,-26.0,-26.0,,,,15:36:22 -0700,15:35:02 -0700,15:36:23 -0700,,,,,No,2.0.5,,2018-08-14,,,,,2018-10-03,Vip-IRES-Cre;Ai14-417229.05.02,,,,,,3.8,,15:23:08 -0700,15:25:48 -0700,3,dijonh,VISp4,,'Wave of Death',SUCCESS,,,VISp,layer 4,2018-10-03,2018-10
2018-10-04,4,Cre+,,None,,,,,3,1.0,,2018-09-18,NA,2018-10-05 09:56:51 -0700,29.5,,1000.0,Cell sealed 1GOhm; lost nucleus,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-30.0,-32.0,,,,10:29:05 -0700,10:26:57 -0700,10:31:50 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Sst-IRES-Cre;Ai14-416132.03.02,,,,,,5.6,,10:20:32 -0700,10:21:41 -0700,5,jessicat,VISp6a,,Good,SUCCESS,,,VISp,layer 6a,2018-10-05,2018-10
2018-10-04,2,Cre+,,None,,,,,3,4.0,,2018-09-18,NA,2018-10-05 09:56:51 -0700,60.0,,12.0,,Cell Dimmed,no,,nucleus_absent,-26.0,-26.0,,,,11:40:58 -0700,11:40:09 -0700,11:44:07 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Sst-IRES-Cre;Ai14-416132.03.02,,"Took a long time for the cell to stabilize before recording (~4 min)
Cell was jumpy through recording. 
",,,,4.8,,11:13:25 -0700,11:17:32 -0700,5,jessicat,VISp2/3,,Good,SUCCESS,"Cell Depolarized,Cell Hyperpolarized",,VISp,layer 2/3,2018-10-05,2018-10
2018-10-04,3,Cre+,,None,,,,,3,3.0,,2018-09-18,NA,2018-10-05 09:56:51 -0700,67.9,,11.0,,,no,,nucleus_absent,-28.0,-28.0,,,,11:01:34 -0700,10:59:51 -0700,11:03:32 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Sst-IRES-Cre;Ai14-416132.03.02,,,,,,5.2,,10:48:03 -0700,10:49:28 -0700,5,jessicat,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-05,2018-10
2018-10-04,4,Cre+,,None,,,,,2,4.0,,2018-09-18,NA,2018-10-05 10:53:48 -0700,43.2,,6.0,"Big nucleus and the retraction path was going right next to a blood vessel. Tried for a long time, but just couldn't get it.",Cell Dimmed,no,,nucleus_absent,-36.0,-60.0,,,,12:07:44 -0700,12:06:32 -0700,12:23:34 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-416938.04.02,,,,,,5.2,,12:02:06 -0700,12:03:11 -0700,2,katherineb,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-05,2018-10
2018-10-04,4,Cre+,,None,,,,,3,2.0,,2018-09-18,NA,2018-10-05 13:21:58 -0700,62.8,,20,,,no,,nucleus_absent,-32.0,-36.0,,,,14:05:48 -0700,14:04:39 -0700,14:10:00 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-416938.03.02,,,,,,6.2,,13:56:22 -0700,13:57:44 -0700,5,jessicat,VISp5,Surface looks scratched in 4x,Damaged,SUCCESS,,,VISp,layer 5,2018-10-05,2018-10
2018-10-04,1,Cre+,,None,,,,,2,3.0,"4-46, 73-91",2018-09-18,NA,2018-10-05 14:17:12 -0700,51.7,,5.0,No seal and no alexa fill visible.,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-40.0,-40.0,No Bubbles,,,15:11:54 -0700,15:10:59 -0700,15:15:13 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-417331.05.01,,Reran sweeps at -58 pA holding.,,,,5.6,,14:57:25 -0700,14:59:51 -0700,1,ramr,VISp2/3,#Health,'Wave of Death',SUCCESS,"Patch/Cell Unstable,Ended After C1",,VISp,layer 2/3,2018-10-05,2018-10
2018-10-04,5,Cre+,,None,,,,,3,4.0,,2018-09-18,NA,2018-10-05 14:45:14 -0700,59.7,,12,retraction time not accurate ,"Fluorescence in Pipette,Cell Dimmed",no,,nucleus_absent,-36.0,-36.0,,,,16:09:46 -0700,16:08:21 -0700,16:56:13 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Sst-IRES-Cre;Ai14-416484.04.01,,,,,,5.5,,16:04:39 -0700,16:05:22 -0700,5,jessicat,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-05,2018-10
2018-10-04,4,Cre+,,None,,,,,3,1.0,,2018-09-18,NA,2018-10-05 14:45:14 -0700,70.7,,20,,Fluorescence in Pipette,no,,nucleus_absent,-33.0,-33.0,,,,15:07:09 -0700,15:04:54 -0700,15:09:55 -0700,,,,,Yes,2.0.5,,2018-08-14,,,,,2018-10-05,Sst-IRES-Cre;Ai14-416484.04.01,,,,,,6.0,,14:57:53 -0700,14:58:56 -0700,5,jessicat,VISp5,,Good,SUCCESS,,,VISp,layer 5,2018-10-05,2018-10
2018-10-05,4,Cre+,,None,,,,,3,4.0,,2018-09-18,NA,2018-10-08 10:23:44 -0700,34.9,,200,,"Fluorescence in Pipette,Cell Dimmed,Cell Shrunk",no,,nucleus_absent,-30.0,-30.0,,,,11:33:12 -0700,11:32:40 -0700,11:35:17 -0700,,,,,Yes,2.0.5,,2018-10-01,,,,,2018-10-08,Vip-IRES-Cre;Ai14-418222.04.01,,added C2 stimuli,,,,5.1,,11:20:30 -0700,11:21:30 -0700,4,kristenh,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-08,2018-10
2018-10-05,4,Cre+,,None,,,,,3,3.0,,2018-09-18,NA,2018-10-08 10:28:07 -0700,34,,10,,,no,,nucleus_absent,-40.0,-40.0,,,,11:42:11 -0700,11:34:32 -0700,11:43:12 -0700,,,,,Yes,2.0.5,,2018-10-01,,,,,2018-10-08,Vip-IRES-Cre;Ai14-418222.04.02,,C2,,,,5.8,,11:25:16 -0700,11:26:13 -0700,7,lindsayn,VISp2/3,,Good,SUCCESS,,,VISp,layer 2/3,2018-10-08,2018-10
2018-10-05,2,Cre+,,None,,,,,1,5.0,4-26,2018-09-18,NA,2018-10-08 11:05:01 -0700,61.5,,200.0,No seal and alexa fill leaking.,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-41.0,-41.0,No Bubbles,,,12:46:44 -0700,12:46:13 -0700,12:50:19 -0700,,,,,Yes,2.0.5,,2018-10-01,,,,,2018-10-08,Pvalb-IRES-Cre;Ai14-417268.04.02,,Reran sweeps at -69 pA holding at sweep 27. Leak upto -65 pA.,,,,5.9,,12:37:17 -0700,12:40:18 -0700,1,ramr,VISp2/3,#Health,Good,SUCCESS,"Patch Became Leaky,Ended After C1",,VISp,layer 2/3,2018-10-08,2018-10
2018-10-05,5,Cre+,,None,,,,,4,3.0,,2018-09-18,NA,2018-10-08 11:24:29 -0700,70.8,,4.0,,Cell Dimmed,no,,nucleus_absent,-34.0,-34.0,,,,12:32:12 -0700,12:30:31 -0700,12:33:07 -0700,,,,,Yes,2.0.5,,2018-10-01,,,,,2018-10-08,Pvalb-IRES-Cre;Ai14-417268.05.02,,,,,,4.3,,12:25:56 -0700,12:27:10 -0700,2,katherineb,VISp4,,Good,SUCCESS,Rheobase Changed,,VISp,layer 4,2018-10-08,2018-10
