Date,User,Rig #,File,Ephys,Trans,Morph,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,cell health,Slice notes,extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,extraction.nucleus,extraction.extractionObservations,extraction.sampleObservations,extraction.extractionNotes,extraction.timeExtractionStart,extraction.timeExtractionEnd,extraction.timeRetractionEnd,recording.pipetteR,successNotes,qcNotes,acsfProductionDate,Tube_ID,"Biocytin
",Well ID #,Lims tube id,,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA total conc. (pg/uL),BA total yield (pg),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Genes detected,case,Notes,Date mapped,Max.node,Node.correlation,Max.leaf,Leaf.correlation,Max.node.is.leaf.,3-modality candidate,63x completed,Reconstructed (link),3-M example picked by JT,Ephys + transcriptomics example by JT,needs 63x image,prioritize for reconstruction (JT),prioritize for reconstruction (TB),"Mapped.node (20170202_MTG_exclH16_24_005_1, no glia)","Top.leaf (20170202_MTG_exclH16_24_005_1, no glia)",sdLGN,height,h.sdLGN,Resolution.index (to leaf),exp_component_name,cluster (20170619_MTG_patchseq),SdLGN (20170619_MTG_patchseq),Height (20170619_MTG_patchseq),H_SdLGN (20170619_MTG_patchseq),MarkerGenes_TopNode (20170619_MTG_patchseq),TopLeaf (20170619_MTG_patchseq),MaxLeafSdLGN (20170619_MTG_patchseq),cluster (20170619_MTG_patchseq),Score (20170627_MTG_patchseq),Height (20170627_MTG_patchseq),H_Score (20170627_MTG_patchseq),MarkerGenes_TopNode (20170627_MTG_patchseq),TopLeaf (20170627_MTG_patchseq),MaxLeafScore (20170627_MTG_patchseq),exp_component_name,Internal version,Takara RNAse inhibitor
160826,P3,,H16.03.007.01.01.10.07,x,,y,,,Pyramidal,,9:15 PM,<1,Left temporal,3-Feb,112,H16.03.007.01.01.07,,,,77,,Nucleated,,,,,"-5mV to +20mV steps, 5ms",4,,,3.5,,"healthy, bursting",,JT07,0.50%,,P3S4_160826_JT07_A01,P3S4_160826_JT07_A01,A4S4_20160920_JT07,,,0.207,,,0.1,4800%,Fail,19,,.,,,,,H16.03.007,16816018-22,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JTT,0.5
160826,P3,,H16.03.007.01.01.10.08,x,x,y,,,Pyramidal,,9:40 PM,<1,Left temporal,3,97,H16.03.007.01.01.07,,,,73,,Nucleated,,,,,"-5mV to +20mV steps, 5ms",4,,,3.8,,healthy,,JT08,0.50%,,P3S4_160826_JT08_A01,P3S4_160826_JT08_A01,A4S4_20160920_JT08,,,0.287,,,0.178,6200%,Pass - marginal,19,,.,BT027,0.365141,Excitatory,5801,H16.03.007,16816018-22,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,n41,0.65,0.572402,0.447721,"KCNMB2, KCNMB2-AS1, OSBPL3, RGS6, MAF",cl20_e310_TTC6_L5b.Cdh13_L2.0,0.43,n41,0.71,0.572402,0.447721,"COL24A1, SERPINE2, MEIS2, PVT1, CBLN4, LINC01378, FAM196B, DOCK2",cl20_e310_TTC6_L5b.Cdh13_L2.0,0.41,PSX052617_E1-50_S26,JTT,0.5
160826,P3,,"quick patch, no extraction",,,,,,Unknown interneuron,,,,,,,H16.03.007.01.01.07,,,,,,,,,,,"-5mV to +20mV steps, 5ms",,,,,,,,JT09,0.50%,,P3S4_160826_JT09_A01,P3S4_160826_JT09_A01,A4S4_20160920_JT09,,,0.142,,,0.075,5300%,cnt,19,,.,,,,,quick patc,16816018-22,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JTT,0.5
160826,P3,,internal direct into blank,,,,,,,,,,,,,H16.03.007.01.01.07,,,,,,,,,,,"-5mV to +20mV steps, 5ms",,,,,,,,JT10,0.50%,,P3S4_160826_JT10_A01,P3S4_160826_JT10_A01,A4S4_20160920_JT10,,,0.098,,,0.04,4100%,cnt,19,,.,,,,,internal d,16816018-22,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JTT,0.5
160831,P1,,H16.03.008.11.04.01,x,x,n,,,Not determined,,7:05 AM,:54,Right temporal,Not determined,59,H16.03.008.13.03,,,,92,,No-Seal,,,,,,2,,,2.8,,,,955,0.50%,EPhys_160829_03_A01_H,P1S4_160831_955_A01,P1S4_160831_955_A01,,,,0.636,,,0.32,5000%,Pass,19,,0.82,285-813,0.679859,LAMP5|a,6102,H16.03.008,,12/20/2016,LeafOnly___cl13_Inhib_Ndnf.Cxcl14_42__L3_42_3.30_CPLX3,0.557526959,LeafOnly___cl13_Inhib_Ndnf.Cxcl14_42__L3_42_3.30_CPLX3,0.557526959,TRUE,,,,,X-verify,,,,cl8_i144_MYH11_Ndnf.Cxcl14_L3.2,cl8_i144_MYH11_Ndnf.Cxcl14_L3.2,0.82,1,0.82,0.82,RS1SS-161025-01_E12-50_S70,n5,1,0.639607,0.639607,"LOC105374971, TLL1, LOC105374972, HS3ST2, LOC105374973, RXFP1, EPHA3, COL11A1, ARSJ, LOC401134, LOC101928622, ARHGAP29, PLCXD3, LOC100506457, PLOD2, KCNH5, LINC01322, COBLL1, TPBG",cl53_i221_NDNF_Ndnf.Car4_L1.3,0.5,n5,1,0.639607,0.639607,RELN,cl53_i221_NDNF_Ndnf.Car4_L1.3,0.5,RS1SS-161025-01_E12-50_S70,AiV2,0.5
160831,P1,,H16.03.008.11.04.02,x,,n,,,Not determined,,7:28 AM,1:10,Right temporal,Not determined,66,H16.03.008.13.03,,,,86,,Partial-Nucleus,,,,,cell swelled,2,,,2.5,,,,957,0.50%,,P1S4_160831_957_A01,P1S4_160831_957_A01,,,,0.536,,,0.156,2900%,Fail,19,,.,,,,,H16.03.008,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AiV2,0.5
160831,P1,,H16.03.008.11.04.03,x,x,n,,,Not determined,,7:47 AM,:22,Right temporal,Not determined,48,H16.03.008.13.03,,,,87,,Outside-Out,,,,,cell swelled,2,,,2.5,,,,958,0.50%,,P1S4_160831_958_A01,P1S4_160831_958_A01,,,,1.204,,,0.573,4800%,Pass,19,,1,285-813,1,Inh L1-2 LAMP5 DBP,9486,H16.03.008,,12/20/2016,LeafOnly___cl13_Inhib_Ndnf.Cxcl14_42__L3_42_3.30_CPLX3,0.669906458,LeafOnly___cl13_Inhib_Ndnf.Cxcl14_42__L3_42_3.30_CPLX3,0.669906458,TRUE,,,,,x-verify,,,,cl8_i144_MYH11_Ndnf.Cxcl14_L3.2,cl8_i144_MYH11_Ndnf.Cxcl14_L3.2,1,1,1,1,RS1SS-161025-01_E12-50_S71,cl7_i290_MYH11_Ndnf.Car4_L3.1,1,1,1,"SPHKAP, LOC105373918, LOC105373538",cl7_i290_MYH11_Ndnf.Car4_L3.1,1,cl7_i290_MYH11_Ndnf.Car4_L3.1,1,1,1,"RELN, COL21A1, NDNF, SST, HS6ST3, COL5A2, NR2F2-AS1, NPNT, STAT4, SYT17, NR2F2, ATP2B4, LOC101928314, PDE4B, MYO1B, RAPGEF5",cl7_i290_MYH11_Ndnf.Car4_L3.1,1,RS1SS-161025-01_E12-50_S71,AiV2,0.5
160831,P1,,H16.03.008.11.04.04,x,x,?,,,Not determined,,8:40 AM,:33,Right temporal,Not determined,66,H16.03.008.13.03,,,,85,,No-Seal,,,,,cell swelled,2,,,2.7,,,,959,0.50%,,P1S4_160831_959_A01,P1S4_160831_959_A01,,,,0.736,,,0.478,6500%,Pass,19,,1,285-813,1,Inh L2-6 LAMP5 CA1 (Igtp),8421,H16.03.008,,12/20/2016,BranchInTree___n8,0.612830794,LeafOnly___cl30_Inhib_Sst.Tacstd2_20__L5_45_4.53_SFTA3,0.607401031,FALSE,,,,,,,,,cl29_i89_LOC105371641_Cd34_L4.4,cl29_i89_LOC105371641_Cd34_L4.4,1,1,1,1,RS1SS-161025-01_E12-50_S72,cl16_i162_TMEM255A_Ndnf.Car4_L4.3,1,1,1,"RNASEK, FTL, RGS16, B2M, SP8",cl16_i162_TMEM255A_Ndnf.Car4_L4.3,1,cl16_i162_TMEM255A_Ndnf.Car4_L4.3,1,1,1,"LRRTM4, NR2F1-AS1, ELMO1, POU6F2, NTRK3, FSTL4, GABRA2, CADPS2, ZFPM2, NECAB1, CNTN3",cl16_i162_TMEM255A_Ndnf.Car4_L4.3,1,RS1SS-161025-01_E12-50_S72,AiV2,0.5
160831,P1,,H16.03.008.11.04.05,x,x,n,,,Not determined,,8:58 AM,:50,Right temporal,Not determined,89,H16.03.008.13.03,,,,83,,Outside-Out,,,,,cell swelled,2,,,2.9,,,,960,0.50%,,P1S4_160831_960_A01,P1S4_160831_960_A01,,,,0.795,,,0.559,7000%,Pass,19,,.,BT027,0.66602,VIP or Sncg,8870,H16.03.008,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,cl82_i55_EPS8_Vip.Mybpc1_L2.0,0.99,1,0.99,"CDH13, NCKAP5, EMID1, PTGDS, LHFPL3, DCC, PCDH15, GRIK1, COBLL1, RELN, TNS3, SLIT1, LYPD1, SYTL2, IL1RAPL2",cl82_i55_EPS8_Vip.Mybpc1_L2.0,0.99,cl82_i55_EPS8_Vip.Mybpc1_L2.0,0.99,1,0.99,"PCSK6, GULP1, CDH20, NTNG1, LOC105378657, CHST8, GRIK1, LOC105378653, PARD3, HTR2C, LOC105369588, GRB14, PQLC2L, EYA4, SLC5A8, DNAI1, ERG",cl82_i55_EPS8_Vip.Mybpc1_L2.0,0.99,PSX052617_E1-50_S27,AiV2,0.5
160831,P1,,H16.03.008.11.04.06,x,,y,,,Unknown interneuron,,9:59 AM,:45,Right temporal,Not determined,101,H16.03.008.13.03,,,,71,,No-Seal,,,,,,2,,,3.1,,,,961,0.50%,,P1S4_160831_961_A01,P1S4_160831_961_A01,,,,0.298,,,0.163,5500%,Fail,19,,.,,,,,H16.03.008,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AiV2,0.5
160831,P1,,cortical tissue control,,,,,,,,7:16 AM,,,,,,,,,,,,,,,,,,,,,,,,956,,NA,P1S4_160831_956_A01,P1S4_160831_956_A01,,,,0.329,,,0.268,8100%,cnt,19,,.,,,,,cortical t,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,
160831,P1,,cortical tissue control,,,,,,,,10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,962,,,P1S4_160831_962_A01,P1S4_160831_962_A01,,,,0.262,,,0.205,7800%,cnt,19,,.,,,,,cortical t,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,
160831,P1,,internal control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,0.50%,,P1S4_160831_963_A01,P1S4_160831_963_A01,,,,0.121,,,0.102,8400%,cnt,19,,.,,,,,internal c,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AiV2,0.5
160831,P1,,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,,,P1S4_160831_964_A01,P1S4_160831_964_A01,,,,0.131,,,0.097,7400%,cnt,19,,.,,,,,aCSF (bath,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,
160831,P5,,H16.03.008.13.99.01,x,,y,,,Pyramidal,,735,,Right temporal,2,137,H16.03.008.13.99,,,,70,,Outside-Out,,,,,,4,,,2.7,,Inverted pyramidal?,,969,0.50%,EPhys_160829_03_A02_H,P5S4_160831_969_A01,P5S4_160831_969_A01,,,,0.423,,,0.179,4200%,Fail,19,,.,RSC-139,0,FAIL,3709,H16.03.008,brl_160831_01,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AiV2,0.5
160831,P5,,H16.03.008.13.99.02,x,,y,,,Pyramidal,,748,,Right temporal,2,90,H16.03.008.13.99,,,,65,,No-Seal,,,,,,4,,,2.7,,,,970,0.50%,,P5S4_160831_970_A01,P5S4_160831_970_A01,,,,0.3,,,0.155,5200%,Fail,19,,.,,,,,H16.03.008,brl_160831_02,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AiV2,0.5
160831,P5,,H16.03.008.13.99.03,x,x,y,,,Unknown interneuron,,807,,Right temporal,3,80,H16.03.008.13.99,,,,75,,Outside-Out,,,,,pulses at -20,5,,,2.6,,shaped like pyr,,971,0.50%,,P5S4_160831_971_A01,P5S4_160831_971_A01,,,,0.41,,,0.234,5700%,Pass- marginal,19,,0.63,,,,,H16.03.008,brl_160831_03,12/20/2016,LeafOnly___cl105_Inhib_Pvalb.Wt1_100__L5_60_4.00_PVALB,0.340421903,LeafOnly___cl105_Inhib_Pvalb.Wt1_100__L5_60_4.00_PVALB,0.340421903,TRUE,,,,X,,X,,,cl21_i276_PVALB_Pvalb.Wt1_L3.9,cl21_i276_PVALB_Pvalb.Wt1_L3.9,0.63,1,0.63,0.63,RS1SS-161025-01_E12-50_S73,n24,0.63,0.568413,0.466416,"GAD1, SLC6A1, ERBB4, DLX6-AS1, MAF, LOC105375415, ANK1",cl100_i51_WIF1_Pvalb.Wt1_L4.6,0.34,n3,1,0.305591,0.405955,"PDZRN3, CCK, IL1RAPL2",cl26_i565_ADAMTS17_Pvalb.Wt1_L3.9,0.26,RS1SS-161025-01_E12-50_S73,AiV2,0.5
160831,P5,,H16.03.008.13.99.04,x,x,n,,,Unknown interneuron,,825,,Right temporal,3,70,H16.03.008.13.99,,,,75,,Outside-Out,,,,,,4,,,3.5,,shaped like pyr,,972,0.50%,,P5S4_160831_972_A01,P5S4_160831_972_A01,,,,0.246,,,0.171,6900%,Pass- marginal,19,,0.475,,,,,H16.03.008,brl_160831_04,12/20/2016,LeafOnly___cl105_Inhib_Pvalb.Wt1_100__L5_60_4.00_PVALB,0.315862249,LeafOnly___cl105_Inhib_Pvalb.Wt1_100__L5_60_4.00_PVALB,0.315862249,TRUE,,,,,X-verify,,,,n17,cl58_i45_SLC17A8_Sst.Tacstd2_L5.2,0.86,0.552,0.475,0.26,RS1SS-161025-01_E12-50_S74,n29,0.68,0.634688,0.55136,CDH11,cl56_i109_ADGRG6_Sst.Cbln4_L3.5,0.33,n29,0.64,0.634688,0.554036,"COL24A1, SERPINE2, MEIS2, PVT1, SEMA5B, CDH11, CBLN4, LINC01378, FAM196B, LINC01331, DOCK2",cl56_i109_ADGRG6_Sst.Cbln4_L3.5,0.29,RS1SS-161025-01_E12-50_S74,AiV2,0.5
160831,P5,,H16.03.008.13.99.05,x,x,n,,,Pyramidal,,844,,Right temporal,5,83,H16.03.008.13.99,,,,75,,No-Seal,,,,,pulses at -10,5,,,3.1,,,,973,0.50%,,P5S4_160831_973_A01,P5S4_160831_973_A01,,,,0.299,,,0.175,5900%,Pass- marginal,19,,0.53,,,,,H16.03.008,brl_160831_05,12/20/2016,BranchInTree___n36,0.271293925,LeafOnly___cl18_Excit_L5b.Samd3_44__L3_71_3.21_ROS1,0.066396195,FALSE,,,,,,,,,cl10_e382_ONECUT2_L5b.Samd3_L3.2,cl10_e382_ONECUT2_L5b.Samd3_L3.2,0.53,1,0.53,0.53,RS1SS-161025-01_E12-50_S75,n41,0.8,0.572402,0.496127,"RGS4, STAT4",cl22_e1230_SGK223_L5b.Samd3_L3.0,0.49,n41,0.82,0.572402,0.56,"KCNMB2-AS1, KCNMB2, LINC01322, NPFFR2, LOC100132891, ZMAT4, KCNQ5-IT1, LOC105376591, LMO4, MEIS2, EPHA4, ERBB4, FILIP1, LOC105378962, LOC101930149, LOC105377183, LOC101927439, LOC105378964",cl22_e1230_SGK223_L5b.Samd3_L3.0,0.56,RS1SS-161025-01_E12-50_S75,AiV2,0.5
160831,P5,,H16.03.008.13.99.06,x,x,n,,,Pyramidal,,912,,Right temporal,3,103,H16.03.008.13.99,,,,70,,No-Seal,,,,,,5,,,2.6,,leaky,,974,0.50%,,P5S4_160831_974_A01,P5S4_160831_974_A01,,,,0.224,,,0.144,6400%,Pass- marginal,19,,0.228,,,,,H16.03.008,brl_160831_06,12/20/2016,BranchInTree___n36,0.214559988,LeafOnly___cl105_Inhib_Pvalb.Wt1_100__L5_60_4.00_PVALB,0.072474849,FALSE,,,,,,,,,n3,cl60_i43_CALB2_Ndnf.Cxcl14_L1.6,0.73,0.313,0.228,0.13,RS1SS-161025-01_E12-50_S76,n7,0.61,0.509268,0.310654,LOC105377390,cl196_i8_CHRNA6_Ndnf.Cxcl14_L1.0,0.2,n3,0.83,0.305591,0.300468,"GAD1, SLC6A1, ERBB4, GAD2, GRIK1, DLX6-AS1, MAF, NXPH1, BTBD11, CXCL14, ECE2",cl196_i8_CHRNA6_Ndnf.Cxcl14_L1.0,0.16,RS1SS-161025-01_E12-50_S76,AiV2,0.5
160831,P3,,slice01 cell01,x,x,n,,,Pyramidal,,11:15 AM,<1,Right temporal,2,84,H16.03.008.11.20,,,,80,,Nucleated,,,,,no protocols run,0,,,3.9,,"shaky, depolarized, tonic spiking, just tried to take a quick Nucleated patch",,jt01,0.50%,EPhys_160829_03_A03_H,P3S4_160831_jt01_A01,P3S4_160831_jt01_A01,,,,0.316,,,0.257,8100%,Pass,19,,0.98,285-813,0.429759,L1-L6,7157,slice01 ce,slice01 cell01,12/20/2016,BranchInTree___n36,0.453542221,LeafOnly___cl54_Inhib_Ndnf.Cxcl14_50__L1_50_2.42_PAX6,0.08483754,FALSE,,,,,,,,,cl1_e778_LOC101929507_L5b.Cdh13_L2.1,cl1_e778_LOC101929507_L5b.Cdh13_L2.1,0.98,1,0.98,0.98,RS1SS-161025-01_E12-50_S77,cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.89,1,0.89,CCDC68,cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.89,cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.81,1,0.81,"CUX2, CA10, CDH13, GLIS3, PRKG1, MEIS2, ITGB8, DGKG, LOC105378031, GULP1, SERPINE2",cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.81,RS1SS-161025-01_E12-50_S77,JTT,0.5
160831,P3,,slice01 cell02,x,x,y,,,Pyramidal,,11:54 AM,<1,Right temporal,3,80,H16.03.008.11.20,,,,73,,No-Seal,,,,,"-5mV to +20mV steps, 5ms",4,,,3.6,,"healthy, pipette closer to axon, neighboring cellular debris clearly entered pipette on withdrawal",,jt02,0.50%,,P3S4_160831_jt02_A01,P3S4_160831_jt02_A01,,,,0.231,,,0.117,5000%,Pass,19,,0.329,285-813,0,FAIL,4648,slice01 ce,slice01 cell02,12/20/2016,BranchInTree___n34,0.147371567,LeafOnly___cl12_Excit_L6a.Plcxd3_83__L5_56_5.36_LOC105371833,0.118303705,FALSE,,,,,,,,,n18,cl36_i143_NMU_Sst.Tacstd2_L3.8,0.51,0.646,0.329,0.27,RS1SS-161025-01_E12-50_S78,n29,0.68,0.634688,0.49,"COL24A1, SERPINE2, MEIS2, PVT1, CBLN4, LINC01378, FAM196B, DOCK2",cl50_i88_EDNRA_Sst.Tacstd2_L4.2,0.49,n29,0.68,0.634688,0.458718,"CUX2, SLIT2, EPHA6, KCNMB2, KCNMB2-AS1, KCNH5, ALCAM, CNGB1",cl50_i88_EDNRA_Sst.Tacstd2_L4.2,0.44,RS1SS-161025-01_E12-50_S78,JTT,0.5
160831,P3,,slice01 cell03,x,x,n,,,Pyramidal,,12.18 pm,<1,Right temporal,3,70,H16.03.008.11.20,,,,83,,No-Seal,,,,,"-5mV to +20mV steps, 5ms",4,,,3.6,,"healthy, pipette closer to axon,",,jt03,0.50%,,P3S4_160831_jt03_A01,P3S4_160831_jt03_A01,,,,0.662,,,0.425,6400%,Pass,19,,0.57,285-813,0.365141,Excitatory,7416,slice01 ce,slice01 cell03,12/20/2016,BranchInTree___n35,0.212530812,LeafOnly___cl5_Excit_L5b.Cdh13_35__L2_41_2.33_PDGFD,0.04174337,FALSE,,,,,,,,,cl1_e778_LOC101929507_L5b.Cdh13_L2.1,cl1_e778_LOC101929507_L5b.Cdh13_L2.1,0.57,1,0.57,0.57,RS1SS-161025-01_E12-50_S79,n39,0.69,0.527794,0.413189,LOC105377390,cl19_e593_ADAMTS3_L2.Ngb_L5.5,0.23,n39,0.72,0.527794,0.413189,"GAD1, SLC6A1, ERBB4, DLX6-AS1, MAF, LOC105375415, ANK1",cl20_e310_TTC6_L5b.Cdh13_L2.0,0.2,RS1SS-161025-01_E12-50_S79,JTT,0.5
160831,P3,,slice01 cell04,x,x,n,,,Pyramidal,,12:35 PM,<1,Right temporal,2,65,H16.03.008.11.20,,,,75,,No-Seal,,,,,"-5mV to +20mV steps, 5ms",4,,,3.6,,"healthy, pipette in middle of cell body, cell started swelling early, cell seemed to be destroyed by extraction",,jt04,0.50%,,P3S4_160831_jt04_A01,P3S4_160831_jt04_A01,,,,0.963,,,0.839,8700%,Pass,19,,1,285-813,0.782024,L2-L3|a,10827,slice01 ce,slice01 cell04,12/20/2016,LeafOnly___cl5_Excit_L5b.Cdh13_35__L2_41_2.33_PDGFD,0.440708012,LeafOnly___cl5_Excit_L5b.Cdh13_35__L2_41_2.33_PDGFD,0.440708012,TRUE,,,,,X,,,,cl1_e778_LOC101929507_L5b.Cdh13_L2.1,cl1_e778_LOC101929507_L5b.Cdh13_L2.1,1,1,1,1,RS1SS-161025-01_E12-50_S80,cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.94,1,0.94,"SLC8A1, SLC8A1-AS1, IL1RAPL2, MAML3, COL16A1, BCL11B, WIF1, PTPRK, WLS, ID2, ST6GALNAC5, FRMD4B, GNG12-AS1, NDNF, THSD7B, HCRTR2, DISC1, RPH3A, FBXL7, ARHGAP42, KCNQ5-IT1, LOC105372768, SEMA3C, NTN4, DCN, ATP2B4, MAN1A1, SYT17",cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.94,cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.88,1,0.88,"ALCAM, LRMP, MEGF10",cl2_e1131_ACVR1C_L5b.Cdh13_L2.2,0.88,RS1SS-161025-01_E12-50_S80,JTT,0.5
160831,P3,,slice01 cell05,x,x,y,,,Pyramidal,,1:35 PM,<1,Right temporal,2,103,H16.03.008.11.20,,,,65,,Outside-Out,,,,,"-5mV to +20mV steps, 5ms",4,,,5.5,,"depolarized, pipette in middle of cell body, cell started swelling early, cell seemed to be destroyed by extraction",,jt05,0.50%,,P3S4_160831_jt05_A01,P3S4_160831_jt05_A01,,,,0.805,,,0.636,7900%,Pass,19,,.,BT027,0.869212,L2-L3|b,9156,slice01 ce,slice01 cell05,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,cl20_e310_TTC6_L5b.Cdh13_L2.0,0.94,1,0.94,"ROS1, ITGA8, SEMA3C, ERG",cl20_e310_TTC6_L5b.Cdh13_L2.0,0.94,cl20_e310_TTC6_L5b.Cdh13_L2.0,0.88,1,0.88,"CACNA1A, ST6GALNAC5, KCNB2, SORCS1, KIRREL3, KLHL32, CPNE8",cl20_e310_TTC6_L5b.Cdh13_L2.0,0.88,PSX052617_E1-50_S28,JTT,0.5
160831,P3,,slice01 cell06,x,x,?,,,Pyramidal,,1:52 PM,<1,Right temporal,3,95,H16.03.008.11.20,,,,70,,No-Seal,,,,,"-5mV to +20mV steps, 5ms",4,,,,,"pretty healthy, no clear cell outline after extraction completed, extraction at -70mV instead of -5mV",,jt06,0.50%,,P3S4_160831_jt06_A01,P3S4_160831_jt06_A01,,,,1.032,,,0.887,8600%,Pass,19,,.,BT027,1,Exc L2-3 LINC00507 FREM3,10671,slice01 ce,slice01 cell06,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,cl22_e1230_SGK223_L5b.Samd3_L3.0,0.98,1,0.98,"HPCAL1, UTRN, NR4A2, OLFML2B, NPFFR2",cl22_e1230_SGK223_L5b.Samd3_L3.0,0.98,cl22_e1230_SGK223_L5b.Samd3_L3.0,0.97,1,0.97,SPARCL1,cl22_e1230_SGK223_L5b.Samd3_L3.0,0.97,PSX052617_E1-50_S29,JTT,0.5
160831,P3,,internal directly into blank,,,,,,,,,<1,,,,H16.03.008.11.20,,,,,,,,,,,"-5mV to +20mV steps, 5ms",4,,,,,,,jt07,0.50%,NA,P3S4_160831_jt07_A01,P3S4_160831_jt07_A01,,,,0.06,,,0.045,7600%,cnt,19,,.,,,,,internal d,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JTT,0.5
160831,P3,,"internal into pipette, break off in blank",,,,,,,,,<1,,,,H16.03.008.11.20,,,,,,,,,,,"-5mV to +20mV steps, 5ms",4,,,,,,,jt08,0.50%,,P3S4_160831_jt08_A01,P3S4_160831_jt08_A01,,,,0.044,,,0.026,5900%,cnt,19,,.,,,,,internal i,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JTT,0.5
160831,P3,,"pipette in tissue, no cell, break off in blank",,,,,,,,,<1,,,,H16.03.008.11.20,,,,,,,,,,,"-5mV to +20mV steps, 5ms",4,,,,,,,jt09,0.50%,,P3S4_160831_jt09_A01,P3S4_160831_jt09_A01,,,,0.138,,,0.084,6100%,cnt,19,,.,,,,,pipette in,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JTT,0.5
160914,P1,,H16.03.009.11.08.01,x,,y,,,Unknown,,7:15 AM,:59,Left Parietal,Not determined,69,H16.03.009.11.08,,,,83,,Outside-Out,,,,,,2,,,3,,did not fire on IV or ramps,,1142,0.50%,EPhys_160912_04_A01_H,P1S4_160914_1142_A01,P1S4_160914_1142_A01,,,,0.175,,,0.084,4800%,Fail,19,,.,,,,,H16.03.009,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AiV2,0.5
160914,P1,,H16.03.009.11.08.02,x,,n,,,Not determined,,7:30 AM,:31,Left Parietal,Not determined,73,H16.03.009.11.08,,,,84,,No-Seal,,,,,,2,,,2.8,,patch became leaky during LS,,1144,0.50%,,P1S4_160914_1144_A01,P1S4_160914_1144_A01,,,,0.214,,,0.095,4400%,Fail,19,,.,,,,,H16.03.009,,12/20/2016,NA,NA,NA,NA,NA,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AiV2,0.5
