Date,User,Rig #,File,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,Cell Health,Slice notes,extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,Nucleus sucked in?,Notes,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Pipette size (MOhm),Ephys notes,aCSF date,Internal version,Biocytin,Tube_ID,Well ID #,Lims tube id,Lims tube id,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA conc. <400 (pg/uL),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Genes detected,Biocytin Well,Barcode,Atlas Region,distance to edge,Plate,20x status,20x LIMS link,,63x go no go,63x QC
180117,P8,4,Vip-IRES-Cre;Ai14-368556.04.02.01,None,,Cre+,14:34,14:52,1.05,VISp,3-Feb,36.5,Vip-IRES-Cre;Ai14-368556.04.02,2,2,,-26,-26,nucleus_present,1000,no,Cell Shrunk No Bubbles,0.45,5.266666667,13.65,5.2,Patch/Cell Unstable bad ephys,20180116,AiV2-50uM alexa 488,0.5,351,EPhys_180115_02_C02_M,P8S4_180117_351_A01,P8S4_180117_351_A01,A8S4_180119_08_G06,1390,16677,1184.8,14217.6,402.832,781.968,66%,Pass,21,781.968,pass,RSC-141,1,Vip Ptprt Pkp2,10278,BIOCYTIN_180123_02_C02,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659953604,,63x go,image_qc_passed
180117,P8,4,Vip-IRES-Cre;Ai14-368556.03.02.01,None,,Cre+,15:36,15:58,1.716666667,VISp,3-Feb,49.9,Vip-IRES-Cre;Ai14-368556.03.02,2,2,,-26,-26,nucleus_absent,10,no,Cell Shrunk No Bubbles,0.4,3.85,9.6,7,,20180116,AiV2-50uM alexa 488,0.5,352,EPhys_180115_02_C04_M,P8S4_180117_352_A01,P8S4_180117_352_A01,A8S4_180119_08_H06,1123,13472,556.3,6675.6,361.595,194.705,35%,Fail,21,194.705,fail,RSC-141,0.756093,n68,4740,BIOCYTIN_180123_02_C04,500000000,,,,processing,http://lims2/focal_plane_image_series?id=659954509,,,
180117,P9,6,Ndnf-IRES2-dgCre;Ai14-368853.03.01.01,None,,Cre+,13:07,13:13,2.016666667,VISp,1,64.2,Ndnf-IRES2-dgCre;Ai14-368853.03.01,4,3,,-19,-19,nucleus_absent,1000,no,"Cell Dimmed Small Bubbles Alexa fill visible
  Outside-Out",0.333333333,2.416666667,8.883333333,4.6,,20180116,AiV2-50uM alexa 488,0.5,401,EPhys_180115_02_B06_M,P9S4_180117_401_A01,P9S4_180117_401_A01,A8S4_180125_06_A05,879,10553,688.6,8263.2,275.44,413.16,60%,Pass,21,413.16,pass,RSC-142,0.874432,n82,7399,BIOCYTIN_180123_02_B06,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659953565,,63x no go,
180117,P9,6,Ndnf-IRES2-dgCre;Ai14-368853.04.01.01,None,,Cre+,13:56,14:12,1.5,VISp,1,63.4,Ndnf-IRES2-dgCre;Ai14-368853.04.01,3,3,,-18.3,-18.3,nucleus_present,1200,no,"Cell Dimmed,Cell Swelled No Bubbles Alexa fill visible
  Nucleated",0.4,1.366666667,8.716666667,4.5,Patch Became Leaky,20180116,AiV2-50uM alexa 488,0.5,402,EPhys_180115_02_C01_M,P9S4_180117_402_A01,P9S4_180117_402_A01,A8S4_180125_06_B05,1045,12539,947.5,11370,236.875,710.625,75%,Pass,21,710.625,pass,RSC-142,1,Lamp5 Ntn1 Npy2r,9733,BIOCYTIN_180123_02_C01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659953585,,63x go,rescanning
180117,PA,7,Ndnf-IRES2-dgCre;Ai14-368852.05.01.01,None,,Cre+,11:38,12:14,2.983333333,VISp,1,21.3,Ndnf-IRES2-dgCre;Ai14-368852.05.01,3,3,,-30,-30,nucleus_present,1500,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled Small Bubbles",1.833333333,3.533333333,9.95,6.5,"Patch/Cell Unstable,Cell Depolarized,Rheobase Changed,Ended After C1",20180116,AiV2-50uM alexa 488,0.5,451,EPhys_180115_02_B05_M,PAS4_180117_451_A01,PAS4_180117_451_A01,A8S4_180125_06_C05,582,6979,336.4,4036.8,137.924,198.476,59%,Pass,21,198.476,pass,RSC-142,0.684023,n77,7014,BIOCYTIN_180123_02_B05,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659953546,,63x go,image_qc_passed
180117,PB,2,Ndnf-IRES2-dgCre;Ai14-368853.03.02.01,None,,Cre+,14:49,15:02,2.2,VISp,1,79.5,Ndnf-IRES2-dgCre;Ai14-368853.03.02,4,4,,-30,-30,nucleus_present,600,not_intentionally,Cell Dimmed No Bubbles,0.9,0,24.26666667,5.4,,20180116,AiV2-50uM alexa 488,0.5,501,Ephys_180115_02_C03_M,PBS4_180117_501_A01,PBS4_180117_501_A01,A8S4_180125_06_D05,468,5612,194,2328,98.94,95.06,49%,Pass,21,95.06,pass,RSC-142,0.593974,n76,4955,BIOCYTIN_180123_02_C03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659954176,,,
180117,PB,2,Vip-IRES-Cre;Ai14-368556.03.01.01,None,,Cre+,15:46,16:52,2.116666667,VISp,3-Feb,73,Vip-IRES-Cre;Ai14-368556.03.01,3,2,,-33,-33,nucleus_absent,300,no,Medium Bubbles,0.65,0.016666667,15.1,6,,20180116,AiV2-50uM alexa 488,0.5,502,Ephys_180115_02_C05_M,PBS4_180117_502_A01,PBS4_180117_502_A01,A8S4_180125_06_E05,439,5265,99.7,1196.4,75.772,23.928,24%,Fail,21,23.928,fail,RSC-142,0.29108,n4,1961,BIOCYTIN_180123_02_C05,500000000,,,,processing,http://lims2/focal_plane_image_series?id=659954999,,,
180118,P8,4,Sst-IRES-Cre;Ai14-370041.04.02.01,None,,Cre+,9:45,9:54,1.316666667,VISp,4,58.2,Sst-IRES-Cre;Ai14-370041.04.02,3,3,,-35,-35,nucleus_present,1000,no,Cell Swelled No Bubbles,1.1,3.45,11.23333333,4.3,Patch Became Leaky,20180117,AiV2-50uM alexa 488,0.5,351,EPhys_180115_02_C06_M,P8S4_180118_351_A01,P8S4_180118_351_A01,A8S4_180125_06_E06,1204,14454,729.6,8755.2,357.504,372.096,51%,Pass,21,372.096,pass,RSC-142,1,Sst Hpse Cbln4,9578,BIOCYTIN_180123_02_C06,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659955809,,63x go,deferred
180118,P8,4,Sst-IRES-Cre;Ai14-370041.04.02.02,None,,Cre+,9:45,10:22,1.516666667,VISp,5,60,Sst-IRES-Cre;Ai14-370041.04.02,2,2,,-45,-45,nucleus_absent,200,no,No Bubbles,3.283333333,4.9,18.33333333,4.8,Patch/Cell Unstable,20180117,AiV2-50uM alexa 488,0.5,352,,P8S4_180118_352_A01,P8S4_180118_352_A01,A8S4_180125_06_F06,785,9415,348.7,4184.4,230.142,118.558,34%,Fail,21,118.558,fail,RSC-142,0,n3,3710,BIOCYTIN_180123_02_C06,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659955809,,,
180118,P8,4,Sst-IRES-Cre;Ai14-370041.05.02.01,None,,Cre+,11:18,11:27,1.566666667,VISp,5,55.7,Sst-IRES-Cre;Ai14-370041.05.02,2,3,,-40,-40,nucleus_present,1000,no,Cell Shrunk No Bubbles,2.35,4.666666667,13.48333333,5,,20180117,AiV2-50uM alexa 488,0.5,353,EPhys_180115_02_D05_M,P8S4_180118_353_A01,P8S4_180118_353_A01,A8S4_180125_06_G06,1779,21346,1252.7,15032.4,463.499,789.201,63%,Pass,21,789.201,pass,RSC-142,0.869671,n101,10053,BIOCYTIN_180123_02_D05,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659956933,,63x no go,
180118,P9,6,Sst-IRES-Cre;Ai14-370041.02.01.01,None,,Cre+,9:53,10:12,1.266666667,VISp,6a,60.6,Sst-IRES-Cre;Ai14-370041.02.01,3,3,,-18.5,-18.5,nucleus_absent,1000,no,"Cell Dimmed Small Bubbles,Solution in Pipette Shank Alexa fill visible
  Outisde-Out",0.466666667,3.816666667,11.61666667,4.5,Patch Became Leaky,20180117,AiV2-50uM alexa 488,0.5,401,EPhys_180115_02_D01_M,P9S4_180118_401_A01,P9S4_180118_401_A01,A8S4_180125_06_H06,861,10333,474.1,5689.2,251.273,222.827,47%,Pass,21,222.827,pass,RSC-142,0.542001,n5,7702,BIOCYTIN_180123_02_D01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659956361,,,
180118,P9,6,Sst-IRES-Cre;Ai14-370041.02.01.02,None,,Cre+,9:53,10:36,1.483333333,VISp,3-Feb,77.9,Sst-IRES-Cre;Ai14-370041.02.01,3,2,,-19.2,-19.2,nucleus_absent,1000,no,"Cell Dimmed No Bubbles Alexa fill visible
  Outside-Out",0.6,2.816666667,10.08333333,4.9,,20180117,AiV2-50uM alexa 488,0.5,402,,P9S4_180118_402_A01,P9S4_180118_402_A01,A8S4_180125_06_A07,961,11538,815.1,9781.2,244.53,570.57,70%,Pass,21,570.57,pass,RSC-142,0.593974,n76,8207,BIOCYTIN_180123_02_D01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659956361,,,
180118,P9,6,Th-Cre_FI172;Ai14-363500.05.01.01,None,,Cre+,11:02,11:24,2.183333333,VISp,4,56.3,Th-Cre_FI172;Ai14-363500.05.01,3,1,,-15.3,-15.3,nucleus_absent,250,no,"Cell Dimmed No Bubbles Alexa fill not visible
  No Seal",0.6,2.766666667,13.78333333,4.2,"Patch/Cell Unstable,Patch Became Leaky very unhealthy cell",20180117,AiV2-50uM alexa 488,0.5,403,EPhys_180115_02_D04_M,P9S4_180118_403_A01,P9S4_180118_403_A01,A8S4_180125_06_F05,979,11748,671,8052,295.24,375.76,56%,Fail,21,375.76,fail,RSC-142,0.434669,n59,6613,BIOCYTIN_180123_02_D04,500000000,,,,processing,http://lims2/focal_plane_image_series?id=659956822,,,
180118,PB,2,Sst-IRES-Cre;Ai14-370041.03.01.01,None,,Cre+,9:54,10:16,2.666666667,VISp,5,37.4,Sst-IRES-Cre;Ai14-370041.03.01,3,3,,-25,-25,nucleus_absent,200,not_intentionally,Cell Dimmed Small Bubbles,0.983333333,0.166666667,19.88333333,6,went back and did rheobase +240 and +320 bc IR decreased,20180117,AiV2-50uM alexa 488,0.5,501,EPhys_180115_02_D02_M,PBS4_180118_501_A01,PBS4_180118_501_A01,A8S4_180125_06_D07,338,4061,67.8,813.6,45.426,22.374,33%,Fail,21,22.374,fail,RSC-142,0,n3,2421,BIOCYTIN_180123_02_D02,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659956479,,,
180118,PB,2,Sst-IRES-Cre;Ai14-370041.03.01.02,None,,Cre+,9:54,11:06,1.3,VISp,3-Feb,55,Sst-IRES-Cre;Ai14-370041.03.01,3,3,,-39,-39,nucleus_present,1000,no,,1.183333333,0.033333333,23.03333333,4.2,,20180117,AiV2-50uM alexa 488,0.5,502,,PBS4_180118_502_A01,PBS4_180118_502_A01,A8S4_180125_06_E07,1346,16157,1162.7,13952.4,302.302,860.398,74%,Pass,21,860.398,pass,RSC-142,1,Sst Calb2 Pdlim5,9297,BIOCYTIN_180123_02_D02,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659956479,,63x go,ready_for_dendrite_trace
180118,P2,3,Sst-IRES-Cre;Ai14-370041.03.02.01,None,,Cre+,9:56,10:29,1.516666667,VISp,4,42,Sst-IRES-Cre;Ai14-370041.03.02,2,3,Wave of death was pretty bad after two patches.,-25,-25,nucleus_present,1000,intentionally,Fluorescence in Pipette No Bubbles Alexa fill visible post experiment.,0.433333333,0.883333333,15.35,4.3,,20180117,AiV2-50uM alexa 488,0.5,51,EPhys_180115_02_D06_M,P2S4_180118_051_A01,P2S4_180118_051_A01,A8S4_180125_06_C06,1179,14145,1044.3,12531.6,344.619,699.681,67%,Pass,21,699.681,pass,RSC-142,1,Sst Crhr2 Efemp1,8549,BIOCYTIN_180123_02_D06,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044343,,63x go,
180118,P2,3,Sst-IRES-Cre;Ai14-370041.03.02.02,None,,Cre+,9:56,11:36,1.8,VISp,4,27,Sst-IRES-Cre;Ai14-370041.03.02,2,3,Wave of death was pretty bad after two patches.,-25,-25,nucleus_present,1000,intentionally,Fluorescence in Pipette No Bubbles Alexa fill visible post experiment.,0.483333333,1.166666667,14.81666667,4.5,,20180117,AiV2-50uM alexa 488,0.5,52,,P2S4_180118_052_A01,P2S4_180118_052_A01,A8S4_180125_06_D06,1236,14826,909.2,10910.4,363.68,545.52,60%,Pass,21,545.52,pass,RSC-142,0.8441,n108,8056,BIOCYTIN_180123_02_D06,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044343,,63x go,
180118,PA,7,Sst-IRES-Cre;Ai14-370041.06.02.01,None,,Cre+,10:17,10:46,2.366666667,VISp,3-Feb,35.5,Sst-IRES-Cre;Ai14-370041.06.02,3,2,,-25,-25,nucleus_present,2500,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled No Bubbles Nucleated.",1.416666667,1.966666667,8.516666667,4.8,"Patch/Cell Unstable,Cell Hyperpolarized,Ended After C1",20180117,AiV2-50uM alexa 488,0.5,451,EPhys_180115_02_D03_M,PAS4_180118_451_A01,PAS4_180118_451_A01,A8S4_180125_06_B07,739,8867,452,5424,207.92,244.08,54%,Pass,21,244.08,pass,RSC-142,1,Sst Hpse Cbln4,7766,BIOCYTIN_180123_02_D03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659956668,,63x go,ready_for_dendrite_trace
180118,PA,7,Sst-IRES-Cre;Ai14-370041.06.02.02,None,,Cre+,10:17,11:14,1.55,VISp,3-Feb,27,Sst-IRES-Cre;Ai14-370041.06.02,2,3,,-23,-23,nucleus_present,1200,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled No Bubbles Nucleated, saw nucleus at end of extraction.",0.816666667,2.333333333,8.05,5.3,"Patch/Cell Unstable,Cell Hyperpolarized,Ended After C1",20180117,AiV2-50uM alexa 488,0.5,452,,PAS4_180118_452_A01,PAS4_180118_452_A01,A8S4_180125_06_C07,947,11363,802.2,9626.4,296.814,505.386,63%,Pass,21,505.386,pass,RSC-142,1,Sst Calb2 Pdlim5,8629,BIOCYTIN_180123_02_D03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=659956668,,63x go,deferred
180118,PA,7,Th-Cre_FI172;Ai14-363500.06.02.01,None,,Cre+,11:51,12:09,5.85,VISp,3-Feb,11.9,Th-Cre_FI172;Ai14-363500.06.02,2,2,,-22,-22,nucleus_present,1200,not_intentionally,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled Small Bubbles Nucleus in pipette, but post patch at 1200. Forgot to get gigaend seal.",0.466666667,2.966666667,7.85,5.4,"Patch/Cell Unstable,Cell Hyperpolarized,Rheobase Changed,Ended After C1",20180117,AiV2-50uM alexa 488,0.5,453,EPhys_180115_03_A01_M,PAS4_180118_453_A01,PAS4_180118_453_A01,A8S4_180125_06_G05,172,2069,195.7,2348.4,105.678,90.022,46%,Fail,21,90.022,fail,RSC-142,0,n3,1937,BIOCYTIN_180123_03_A01,500000000,,,,processing,http://lims2/focal_plane_image_series?id=660044368,,,
180118,PA,7,Chat-IRES-Cre-neo;Ai14-367634.05.02.01,None,,Cre+,15:15,15:32,3.583333333,VISp,3-Feb,46.1,Chat-IRES-Cre-neo;Ai14-367634.05.02,3,2,,-30,-30,nucleus_present,1500,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled Small Bubbles Nucleated.",0.883333333,1.883333333,6.2,5.2,"Patch/Cell Unstable,Cell Depolarized,Rheobase Changed,Ended After C1",20180117,AiV2-50uM alexa 488,0.5,454,EPhys_180115_03_A02_M,PAS4_180118_454_A01,PAS4_180118_454_A01,A8S4_180125_06_H05,589,7068,398,4776,199,199,50%,Pass,21,199,pass,RSC-142,1,Vip Ptprt Pkp2,7693,BIOCYTIN_180123_03_A02,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044387,,63x go,image_qc_passed
180118,PA,7,Chat-IRES-Cre-neo;Ai14-367634.05.01.01,None,,Cre+,16:49,17:04,3,VISp,3-Feb,24.3,Chat-IRES-Cre-neo;Ai14-367634.05.01,2,1,,-25,-25,nucleus_present,2000,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled No Bubbles Nucleated, saw nucleus at end of extraction.",0.9,2.083333333,8.566666667,5.3,"Patch/Cell Unstable,Rheobase Changed,Ended After C1,'Wave of Death'",20180117,AiV2-50uM alexa 488,0.5,455,EPhys_180115_03_A03_M,PAS4_180118_455_A01,PAS4_180118_455_A01,A8S4_180125_06_A06,446,5347,303.1,3637.2,145.488,157.612,52%,Pass,21,157.612,pass,RSC-142,1,Vip Rspo4 Rxfp1 Chat,5998,BIOCYTIN_180123_03_A03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044414,,63x go,image_qc_passed
180118,PA,7,Chat-IRES-Cre-neo;Ai14-367634.04.02.01,None,,Cre+,17:34,18:07,3.9,VISp,3-Feb,33.1,Chat-IRES-Cre-neo;Ai14-367634.04.02,1,1,,-20,-20,nucleus_present,600,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled No Bubbles Partial nucleated in WOD.",0.733333333,4.333333333,11.45,4.6,"Patch/Cell Unstable,Cell Hyperpolarized,Rheobase Changed,Ended After C1,'Wave of Death'",20180117,AiV2-50uM alexa 488,0.5,456,EPhys_180115_03_A04_M,PAS4_180118_456_A01,PAS4_180118_456_A01,A8S4_180125_06_B06,634,7604,300.4,3604.8,117.156,183.244,61%,Pass,21,183.244,pass,RSC-142,1,Vip Ptprt Pkp2,7362,BIOCYTIN_180123_03_A04,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044440,,63x no go,
180119,P2,3,Sst-IRES-Cre;Ai14-368545.02.02.01,None,,Cre+,10:12,10:47,1.966666667,VISp,4,50.9,Sst-IRES-Cre;Ai14-368545.02.02,4,4,,-25,-25,nucleus_present,1000,intentionally,Fluorescence in Pipette No Bubbles Alexa fill visible post experiment.,0.633333333,1.3,13.93333333,5,,20180118,AiV2-50uM alexa 488,0.5,51,EPhys_180115_03_B01_M,P2S4_180119_051_A01,P2S4_180119_051_A01,A8S4_180125_06_F07,1137,13643,566.3,6795.6,305.802,260.498,46%,Pass,21,260.498,pass,RSC-142,1,Sst Myh8 Etv1,8078,BIOCYTIN_180123_03_B01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044500,,63x go,ready_for_dendrite_trace
180119,P2,3,Sst-IRES-Cre;Ai14-368545.02.02.02,None,,Cre+,10:12,11:18,1.2,VISp,4,45.6,Sst-IRES-Cre;Ai14-368545.02.02,3,4,,-25,-25,nucleus_present,1000,intentionally,"Fluorescence in Pipette,Cell Swelled Medium Bubbles Alexa fill visible post experiment.",0.45,1.2,14.35,4,,20180118,AiV2-50uM alexa 488,0.5,52,,P2S4_180119_052_A01,P2S4_180119_052_A01,A8S4_180125_06_G07,925,11096,647.1,7765.2,278.253,368.847,57%,Pass,21,368.847,pass,RSC-142,1,Sst Calb2 Necab1,8401,BIOCYTIN_180123_03_B01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044500,,63x go,ready_for_dendrite_trace
180119,P2,3,Sst-IRES-Cre;Ai14-368545.02.02.03,None,,Cre+,10:12,12:11,1.866666667,VISp,4,40.5,Sst-IRES-Cre;Ai14-368545.02.02,3,3,,-24,-24,nucleus_present,1000,intentionally,No Bubbles Alexa fill visible post experiment.,0.35,1.3,13.61666667,5,,20180118,AiV2-50uM alexa 488,0.5,53,,P2S4_180119_053_A01,P2S4_180119_053_A01,A8S4_180125_06_H07,820,9843,406.7,4880.4,117.943,288.757,71%,Pass,21,288.757,pass,RSC-142,1,Sst Myh8 Etv1,8404,BIOCYTIN_180123_03_B01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044500,,63x go,ready_for_dendrite_trace
180119,P2,3,Th-Cre_FI172;Ai14-363501.03.02.01,None,,Cre+,13:47,14:03,2.383333333,VISp,5,30.2,Th-Cre_FI172;Ai14-363501.03.02,4,4,,-25,-25,nucleus_present,1000,intentionally,Cell Swelled No Bubbles Alexa fill visible post experiment.,0.366666667,1.266666667,16.68333333,4.3,,20180118,AiV2-50uM alexa 488,0.5,54,EPhys_180115_03_C01_M,P2S4_180119_054_A01,P2S4_180119_054_A01,A8S4_180125_06_A08,935,11223,714.1,8569.2,192.807,521.293,73%,Pass,21,521.293,pass,RSC-142,0.580975,n89,9597,BIOCYTIN_180123_03_C01,400000000,,,,qc,http://lims2/focal_plane_image_series?id=660044632,,63x no go,
180119,P2,3,Th-Cre_FI172;Ai14-363501.03.02.02,None,,Cre+,13:47,14:41,1.766666667,VISp,5,35.3,Th-Cre_FI172;Ai14-363501.03.02,3,4,,-25,-35,nucleus_present,0,intentionally,Cell Swelled No Bubbles Nucleus came off during retraction but I was able to go back and retrieve it. Alexa fill partially visible post experiment.,0.333333333,3.483333333,18.71666667,4,,20180118,AiV2-50uM alexa 488,0.5,55,,P2S4_180119_055_A01,P2S4_180119_055_A01,A8S4_180125_06_B08,912,10946,793.2,9518.4,404.532,388.668,49%,Pass,21,388.668,pass,RSC-142,0.836628,n111,6524,BIOCYTIN_180123_03_C01,400000000,,,,qc,http://lims2/focal_plane_image_series?id=660044632,,63x no go,
180119,P9,6,Th-Cre_FI172;Ai14-363501.04.01.01,None,,Cre+,13:00,13:15,1.466666667,VISp,6b,58,Th-Cre_FI172;Ai14-363501.04.01,3,3,Only found two labeled cells in within ROI,-18.3,-18.3,nucleus_present,8.5,no,"Cell Dimmed,Cell Swelled No Bubbles,Solution in Pipette Shank Alexa fill visible
 
 Partial-nucleus",0.4,1.833333333,9.366666667,4.5,"Patch/Cell Unstable,Patch Became Leaky",20180118,AiV2-50uM alexa 488,0.5,401,EPhys_180115_03_B03_M,P9S4_180119_401_A01,P9S4_180119_401_A01,A8S4_180125_06_H08,873,10478,686.7,8240.4,254.079,432.621,63%,Pass,21,432.621,pass,RSC-142,1,Pvalb Gabrg1,7862,BIOCYTIN_180123_03_B03,400000000,,,,qc,http://lims2/focal_plane_image_series?id=660044540,,63x go,deferred
180119,P9,6,Th-Cre_FI172;Ai14-363501.03.01.01,None,,Cre+,13:42,13:49,0.85,VISp,6b,53.3,Th-Cre_FI172;Ai14-363501.03.01,3,3,,-18.5,-18.5,nucleus_absent,4000,no,"Cell Dimmed,Cell Swelled No Bubbles,Solution in Pipette Shank Alexa fill visible
 
 Outside-Out",0.483333333,3.116666667,11.13333333,4.7,Patch Became Leaky,20180118,AiV2-50uM alexa 488,0.5,402,EPhys_180115_03_B05_M,P9S4_180119_402_A01,P9S4_180119_402_A01,A8S4_180125_06_A09,758,9095,438.7,5264.4,232.511,206.189,47%,Fail,21,206.189,fail,RSC-142,0.434669,n59,3979,BIOCYTIN_180123_03_B05,400000000,,,,processing,http://lims2/focal_plane_image_series?id=660044580,,,
180119,P8,4,Sst-IRES-Cre;Ai14-368545.04.02.01,None,,Cre+,9:51,10:01,1.316666667,VISp,5,46,Sst-IRES-Cre;Ai14-368545.04.02,3,3,,-30,-30,nucleus_present,1000,no,No Bubbles,0.7,2.5,11.58333333,3.5,,20180118,AiV2-50uM alexa 488,0.5,351,EPhys_180115_03_A05_M,P8S4_180119_351_A01,P8S4_180119_351_A01,A8S4_180125_06_C08,1483,17798,1127,13524,338.1,788.9,70%,Pass,21,788.9,pass,RSC-142,0.714428,n91,7652,BIOCYTIN_180123_03_A05,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044459,,63x go,deferred
180119,P8,4,Sst-IRES-Cre;Ai14-368545.04.02.02,None,,Cre+,9:51,10:26,1.166666667,VISp,5,52,Sst-IRES-Cre;Ai14-368545.04.02,2,2,,-30,-30,nucleus_absent,10,no,Cell Shrunk No Bubbles,2,2.366666667,12.25,4.2,,20180118,AiV2-50uM alexa 488,0.5,352,,P8S4_180119_352_A01,P8S4_180119_352_A01,A8S4_180125_06_D08,2628,31538,2102.8,25233.6,525.7,1577.1,75%,Pass,21,1577.1,pass,RSC-142,0.714428,n91,10511,BIOCYTIN_180123_03_A05,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044459,,63x no go,
180119,P8,4,Sst-IRES-Cre;Ai14-368545.03.02.01,None,,Cre+,10:57,11:03,0.983333333,VISp,5,40,Sst-IRES-Cre;Ai14-368545.03.02,3,5,,-30,-30,nucleus_present,1000,no,Cell Shrunk No Bubbles,1.466666667,2.65,9.85,4.3,,20180118,AiV2-50uM alexa 488,0.5,353,EPhys_180115_03_A06_M,P8S4_180119_353_A01,P8S4_180119_353_A01,A8S4_180125_06_E08,1564,18772,1268.6,15223.2,342.522,926.078,73%,Pass,21,926.078,pass,RSC-142,0.672466,n90,9163,BIOCYTIN_180123_03_A06,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044479,,,
180119,P8,4,Sst-IRES-Cre;Ai14-368545.03.02.02,None,,Cre+,10:57,11:25,1.316666667,VISp,5,53,Sst-IRES-Cre;Ai14-368545.03.02,3,5,,-30,-30,nucleus_present,1000,no,"Fluorescence in Pipette,Cell Shrunk No Bubbles",1.783333333,3.05,11.5,4.5,,20180118,AiV2-50uM alexa 488,0.5,354,,P8S4_180119_354_A01,P8S4_180119_354_A01,A8S4_180125_06_F08,2859,34305,2208.6,26503.2,750.924,1457.676,66%,Pass,21,1457.676,pass,RSC-142,1,Sst Hpse Cbln4,10369,BIOCYTIN_180123_03_A06,500000000,,,,qc,http://lims2/focal_plane_image_series?id=660044479,,63x no go,
180119,P8,4,Th-Cre_FI172;Ai14-363501.04.02.01,None,,Cre+,13:11,13:31,0.966666667,VISp,5,55,Th-Cre_FI172;Ai14-363501.04.02,2,2,,-30,-30,nucleus_present,1000,not_intentionally,Cell Shrunk No Bubbles tiny cell,1.266666667,1.233333333,12.25,3.8,,20180118,AiV2-50uM alexa 488,0.5,355,EPhys_180115_03_B04_M,P8S4_180119_355_A01,P8S4_180119_355_A01,A8S4_180125_06_G08,2137,25649,1312.3,15747.6,524.92,787.38,60%,Pass,21,787.38,pass,RSC-142,1,Pvalb Gabrg1,10745,BIOCYTIN_180123_03_B04,400000000,,,,qc,http://lims2/focal_plane_image_series?id=660044561,,63x no go,
180119,PB,2,Sst-IRES-Cre;Ai14-368545.03.01.01,None,,Cre+,11:24,11:41,0.783333333,VISp,6b,62,Sst-IRES-Cre;Ai14-368545.03.01,3,4,,-38,-38,nucleus_present,200,not_intentionally,Cell Dimmed Medium Bubbles,0.766666667,0.016666667,18.78333333,4.3,"Patch/Cell Unstable,Rheobase Changed",20180118,AiV2-50uM alexa 488,0.5,501,EPhys_180115_03_B02_M,PBS4_180119_501_A01,PBS4_180119_501_A01,A8S4_180125_06_B09,868,10413,508.4,6100.8,254.2,254.2,50%,Pass,21,254.2,pass,RSC-142,0.580975,n89,5739,BIOCYTIN_180123_03_B02,400000000,,,,qc,http://lims2/focal_plane_image_series?id=660044519,,63x no go,
