project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode ,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,MorphologyThumbnail,HighResMorphologyThumbnail,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at,disease_state
mIVSCC-MET,669495116,http://lims2/specimens?id=669495116,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-378110.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-378110.04.02,EPhys_180305_01_A01_M,BIOCYTIN_180313_01_A01,500372156,P8S4_180305_351_A01,669494810,3/5/2018 18:18,1.6386208,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378110,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,674243183,qc,,,,http://lims2/focal_plane_image_series?id=674243183,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669522853,http://lims2/specimens?id=669522853,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-378110.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-378110.04.02,EPhys_180305_01_A01_M,BIOCYTIN_180313_01_A01,500372156,P8S4_180305_352_A01,669522749,3/5/2018 18:50,1.6525568,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,378110,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,dendrite type - NA,apical - NA,,,,674243183,qc,,,,http://lims2/focal_plane_image_series?id=674243183,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,674256982,http://lims2/specimens?id=674256982,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.02.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380156.02.01,EPhys_180319_01_C03_M,BIOCYTIN_180327_01_C03,500363902,P8S4_180319_356_A01,674256934,3/19/2018 22:10,1.159231616,V1 Coronal 107,auto_failed,A8S4_180322_08,passed,,380156,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679133277,qc,,,,http://lims2/focal_plane_image_series?id=679133277,,63x go,63x imaging started,696790722,deferred,http://lims2/focal_plane_image_series?id=696790722,,,,,,,,,,,,,,,,,
mIVSCC-MET,674248026,http://lims2/specimens?id=674248026,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.02.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380156.02.02,EPhys_180319_01_C01_M,BIOCYTIN_180327_01_C01,500363534,P8S4_180319_355_A01,674248011,3/19/2018 21:29,1.575372032,V1 Coronal 107,auto_failed,A8S4_180322_08,passed,,380156,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISpl4,,,,1991.25968,,,679131784,qc,s,,,http://lims2/focal_plane_image_series?id=679131784,,63x go,63x imaging started,696784717,image_qc_passed,http://lims2/focal_plane_image_series?id=696784717,,,,,,,,,,,,,,,,,
mIVSCC-MET,674246494,http://lims2/specimens?id=674246494,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380156.03.01,EPhys_180319_01_B04_M,BIOCYTIN_180327_01_B04,500364456,P9S4_180319_406_A01,674246439,3/19/2018 21:14,1.709590272,V1 Coronal 107,auto_failed,A8S4_180322_08,passed,,380156,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679130546,qc,,,,http://lims2/focal_plane_image_series?id=679130546,,63x go,63x imaging started,696782765,image_qc_passed,http://lims2/focal_plane_image_series?id=696782765,,,,,,,,,,,,,,,,,
mIVSCC-MET,674246555,http://lims2/specimens?id=674246555,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380156.04.01,EPhys_180319_01_B05_M,BIOCYTIN_180327_01_B05,500364640,PAS4_180319_454_A01,674246540,3/19/2018 21:10,1.385288448,V1 Coronal 107,auto_failed,A8S4_180322_08,failed,,380156,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679130569,qc,,,,http://lims2/focal_plane_image_series?id=679130569,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,674240849,http://lims2/specimens?id=674240849,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380156.04.02,EPhys_180319_01_B03_M,BIOCYTIN_180327_01_B03,500364454,P8S4_180319_354_A01,674240834,3/19/2018 20:40,1.261933184,V1 Coronal 107,auto_failed,A8S4_180322_08,passed,,380156,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,dendrite type - NA,apical - NA,,,,679130481,qc,,,,http://lims2/focal_plane_image_series?id=679130481,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,674238265,http://lims2/specimens?id=674238265,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.05.01.01,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380156.05.01,EPhys_180319_02_A04_M,BIOCYTIN_180327_02_A04,500364642,P1S4_180319_004_A01,674238250,3/19/2018 20:44,1.881370368,V1 Coronal 107,auto_failed,A8S4_180322_08,passed,,380156,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679142260,qc,,,,http://lims2/focal_plane_image_series?id=679142260,,63x go,63x imaging started,696787720,deferred,http://lims2/focal_plane_image_series?id=696787720,,,,,,,,,,,,,,,,,
mIVSCC-MET,674471452,http://lims2/specimens?id=674471452,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380160.03.01,EPhys_180319_01_D03_M,BIOCYTIN_180327_01_D03,500365192,P9S4_180320_402_A01,674471313,3/20/2018 17:46,3.964713216,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380160,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679140271,qc,,,,http://lims2/focal_plane_image_series?id=679140271,,63x go,63x imaging started,703793522,deferred,http://lims2/focal_plane_image_series?id=703793522,,,,,,,,,,,,,,,,,
mIVSCC-MET,674495497,http://lims2/specimens?id=674495497,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.03.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380160.03.01,EPhys_180319_01_D03_M,BIOCYTIN_180327_01_D03,500365192,P9S4_180320_403_A01,674495436,3/20/2018 18:09,2.107762944,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380160,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679140271,qc,,,,http://lims2/focal_plane_image_series?id=679140271,,63x go,63x imaging started,703809460,deferred,http://lims2/focal_plane_image_series?id=703809460,,,,,,,,,,,,,,,,,
mIVSCC-MET,674556708,http://lims2/specimens?id=674556708,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380160.03.02,EPhys_180319_03_A01_M,BIOCYTIN_180327_03_A01,500365010,P8S4_180320_354_A01,674556464,3/20/2018 20:01,3.181481216,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380160,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679142694,qc,,,,http://lims2/focal_plane_image_series?id=679142694,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,674550874,http://lims2/specimens?id=674550874,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.04.01.01,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380160.04.01,EPhys_180319_03_A04_M,BIOCYTIN_180327_03_A04,500362800,PBS4_180320_501_A01,674550554,3/20/2018 19:42,3.508516864,V1 Coronal 107,auto_failed,A8S4_180328_08,failed,,380160,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,,VISp,,,,,,,679146005,qc,,,,http://lims2/focal_plane_image_series?id=679146005,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,674561145,http://lims2/specimens?id=674561145,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.04.01.02,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380160.04.01,EPhys_180319_03_A04_M,BIOCYTIN_180327_03_A04,500362800,PBS4_180320_502_A01,674560898,3/20/2018 20:11,7.104954368,V1 Coronal 107,auto_failed,A8S4_180328_08,failed,,380160,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,,VISp,,,,,,,679146005,qc,,,,http://lims2/focal_plane_image_series?id=679146005,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,674575074,http://lims2/specimens?id=674575074,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.04.01.03,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380160.04.01,EPhys_180319_03_A04_M,BIOCYTIN_180327_03_A04,500362800,PBS4_180320_503_A01,674574984,3/20/2018 20:34,1.333245184,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380160,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,,VISp,,,,,,,679146005,qc,,,,http://lims2/focal_plane_image_series?id=679146005,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,674570569,http://lims2/specimens?id=674570569,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.05.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380160.05.01,EPhys_180319_03_A03_M,BIOCYTIN_180327_03_A03,500362616,P8S4_180320_355_A01,674570294,3/20/2018 20:35,1.562180224,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380160,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679144575,qc,,,,http://lims2/focal_plane_image_series?id=679144575,,63x go,63x imaging started,703835873,rescanning,http://lims2/focal_plane_image_series?id=703835873,,,,,,,,,,,,,,,,,
mIVSCC-MET,675025240,http://lims2/specimens?id=675025240,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.01.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.01.02,EPhys_180319_03_C06_M,BIOCYTIN_180327_03_C06,500362986,P2S4_180321_051_A01,675025225,3/21/2018 21:53,2.446300416,V1 Coronal 107,auto_failed,A8S4_180328_08,failed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679156484,qc,,,,http://lims2/focal_plane_image_series?id=679156484,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,675026798,http://lims2/specimens?id=675026798,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.01.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.01.02,EPhys_180319_03_C06_M,BIOCYTIN_180327_03_C06,500362986,P2S4_180321_052_A01,675026783,3/21/2018 22:29,2.30523904,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679156484,qc,,,,http://lims2/focal_plane_image_series?id=679156484,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,675027801,http://lims2/specimens?id=675027801,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.01.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.01.02,EPhys_180319_03_C06_M,BIOCYTIN_180327_03_C06,500362986,P2S4_180321_053_A01,675027786,3/21/2018 23:10,4.418063872,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679156484,qc,,,,http://lims2/focal_plane_image_series?id=679156484,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,675024790,http://lims2/specimens?id=675024790,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.02.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.02.01,EPhys_180319_03_C01_M,BIOCYTIN_180327_03_C01,500364458,PAS4_180321_452_A01,675024775,3/21/2018 21:39,6.236334592,V1 Coronal 107,auto_failed,A8S4_180328_08,failed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679153857,qc,,,,http://lims2/focal_plane_image_series?id=679153857,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,675024452,http://lims2/specimens?id=675024452,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.02.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.02.02,EPhys_180319_03_B06_M,BIOCYTIN_180327_03_B06,500364274,P8S4_180321_353_A01,675024435,3/21/2018 21:34,1.571319552,V1 Coronal 107,auto_failed,A8S4_180328_08,failed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679153789,qc,,,,http://lims2/focal_plane_image_series?id=679153789,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,675024344,http://lims2/specimens?id=675024344,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.03.01.01,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.03.01,EPhys_180319_03_B05_M,BIOCYTIN_180327_03_B05,500364090,PBS4_180321_501_A01,675024326,3/21/2018 21:26,1.353514112,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,,VISp,,,,,,,679153445,qc,,,,http://lims2/focal_plane_image_series?id=679153445,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,675025032,http://lims2/specimens?id=675025032,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.03.01.02,Cell,,unknown,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.03.01,EPhys_180319_03_B05_M,BIOCYTIN_180327_03_B05,500364090,PBS4_180321_502_A01,675025014,3/21/2018 21:49,1.632592384,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,,VISp,,,,,,,679153445,qc,,,,http://lims2/focal_plane_image_series?id=679153445,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,675013307,http://lims2/specimens?id=675013307,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.03.02,EPhys_180319_03_B03_M,BIOCYTIN_180327_03_B03,500364092,P8S4_180321_351_A01,675013144,3/21/2018 20:00,3.936064,V1 Coronal 107,auto_failed,A8S4_180328_08,passed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679152970,qc,,,,http://lims2/focal_plane_image_series?id=679152970,,63x go,63x imaging started,703818950,image_qc_passed,http://lims2/focal_plane_image_series?id=703818950,,,,,,,,,,,,,,,,,
mIVSCC-MET,675023797,http://lims2/specimens?id=675023797,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-380161.04.02,EPhys_180319_03_B04_M,BIOCYTIN_180327_03_B04,500364276,P8S4_180321_352_A01,675023782,3/21/2018 20:43,1.168781824,V1 Coronal 107,auto_failed,A8S4_180328_08,failed,,380161,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,679153106,qc,,,,http://lims2/focal_plane_image_series?id=679153106,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,677042379,http://lims2/specimens?id=677042379,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381810.03.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-381810.03.01,EPhys_180326_03_B03_M,BIOCYTIN_180403_03_B03,400159706,PBS4_180327_503_A01,677042105,3/27/2018 21:22,1.233474048,V1 Coronal 107,auto_failed,A8S4_180406_07,passed,,381810,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,,VISp,,,,,,,681790774,qc,,,,http://lims2/focal_plane_image_series?id=681790774,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,677028090,http://lims2/specimens?id=677028090,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381810.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-381810.04.01,EPhys_180326_03_B04_M,BIOCYTIN_180403_03_B04,400168084,P1S4_180327_004_A01,677027949,3/27/2018 21:12,2.125876736,V1 Coronal 107,auto_failed,A8S4_180406_07,failed,,381810,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,681790793,qc,,,,http://lims2/focal_plane_image_series?id=681790793,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,677042504,http://lims2/specimens?id=677042504,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381810.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-381810.04.01,EPhys_180326_03_B04_M,BIOCYTIN_180403_03_B04,400168084,P1S4_180327_005_A01,677042422,3/27/2018 21:25,5.0921472,V1 Coronal 107,auto_failed,A8S4_180406_07,passed,,381810,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,681790793,qc,,,,http://lims2/focal_plane_image_series?id=681790793,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,677075290,http://lims2/specimens?id=677075290,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381810.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-381810.05.01,EPhys_180326_03_B06_M,BIOCYTIN_180403_03_B06,400166985,PAS4_180327_453_A01,677075253,3/27/2018 21:52,5.81563648,V1 Coronal 107,auto_failed,A8S4_180406_07,failed,,381810,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,681790834,qc,,,,http://lims2/focal_plane_image_series?id=681790834,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,680904066,http://lims2/specimens?id=680904066,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381812.03.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-381812.03.01,EPhys_180326_03_D03_M,BIOCYTIN_180403_03_D03,400160854,PBS4_180328_502_A01,680903817,3/28/2018 18:22,,V1 Coronal 107,auto_failed,A8S4_180410_06,passed,,381812,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,,VISp,,,,,,,681793325,qc,,,,http://lims2/focal_plane_image_series?id=681793325,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,680898048,http://lims2/specimens?id=680898048,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381812.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-381812.04.02,EPhys_180326_03_D02_M,BIOCYTIN_180403_03_D02,400159829,P8S4_180328_353_A01,680897463,3/28/2018 17:17,1.520483328,V1 Coronal 107,auto_failed,A8S4_180410_06,passed,,381812,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,681792957,qc,,,,http://lims2/focal_plane_image_series?id=681792957,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,688110105,http://lims2/specimens?id=688110105,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-385740.02.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-385740.02.01,EPhys_180423_01_A05_M,BIOCYTIN_180501_01_A05,500368717,P9S4_180423_404_A01,688110033,4/23/2018 20:27,1.128189184,V1 Coronal 90,auto_failed,A8S4_180427_09,passed,,385740,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,694745622,qc,,,,http://lims2/focal_plane_image_series?id=694745622,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,688133015,http://lims2/specimens?id=688133015,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-385740.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-385740.03.01,EPhys_180423_01_B02_M,BIOCYTIN_180501_01_B02,500372951,P9S4_180423_405_A01,688133000,4/23/2018 21:03,1.362911488,V1 Coronal 90,auto_failed,A8S4_180427_09,passed,,385740,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,694745694,qc,,,,http://lims2/focal_plane_image_series?id=694745694,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,688138441,http://lims2/specimens?id=688138441,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-385740.03.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-385740.03.01,EPhys_180423_01_B02_M,BIOCYTIN_180501_01_B02,500372951,P9S4_180423_406_A01,688138379,4/23/2018 21:22,2.554181888,V1 Coronal 90,auto_failed,A8S4_180427_09,failed,,385740,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,694745694,qc,,,,http://lims2/focal_plane_image_series?id=694745694,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,688152462,http://lims2/specimens?id=688152462,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-385740.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-385740.03.02,EPhys_180423_01_B04_M,BIOCYTIN_180501_01_B04,500372583,P2S4_180423_054_A01,688152447,4/23/2018 22:11,1.95803392,V1 Coronal 90,auto_failed,A8S4_180427_09,passed,,385740,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,694745734,qc,,,,http://lims2/focal_plane_image_series?id=694745734,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,688175350,http://lims2/specimens?id=688175350,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-385740.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Ndnf-IRES2-dgCre%3BSlc32a1-IRES2-FlpO%3BAi65-385740.03.02,EPhys_180423_01_B04_M,BIOCYTIN_180501_01_B04,500372583,P2S4_180423_055_A01,688175237,,,V1 Coronal 90,qc,A8S4_180427_09,passed,,385740,Ai65(RCFL-tdT),Ndnf-IRES2-dgCre Slc32a1-IRES2-FlpO,positive,VISp,,,,,,,694745734,qc,,,,http://lims2/focal_plane_image_series?id=694745734,,63x go,63x imaging started,712203242,image_qc_passed,http://lims2/focal_plane_image_series?id=712203242,,,,,,,,,,,,,,,,,
