project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,MorphologyThumbnail,HighResMorphologyThumbnail,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at,disease_state,mip_link,depth_from_pia,1_2_NA_objective
mIVSCC-MET,736499017,http://lims2/specimens?id=736499017,Htr3a-Cre_NO152;Ai14-407562.05.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-407562.05.02,EPhys_180813_01_B02_M,BIOCYTIN_180821_01_B02,500373902,P8S4_180813_358_A01,736498963,20:27.3,2.687490816,V1 Coronal 90,auto_failed,A8S4_180821_09,passed,,407562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp5,,,,3802.89074,,,742589049,qc,,,,http://lims2/focal_plane_image_series?id=742589049,,63x go,63x imaging started,766344297,deferred,http://lims2/focal_plane_image_series?id=766344297,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=766747786,,
mIVSCC-MET,736501576,http://lims2/specimens?id=736501576,Htr3a-Cre_NO152;Ai14-407562.05.02.04,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-407562.05.02,EPhys_180813_01_B02_M,BIOCYTIN_180821_01_B02,500373902,P8S4_180813_359_A01,736501540,35:06.9,1.323026048,V1 Coronal 90,auto_failed,A8S4_180821_09,passed,,407562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISpm4,,,,3953.29479,,,742589049,qc,,,,http://lims2/focal_plane_image_series?id=742589049,,63x go,63x imaging started,768397367,image_qc_passed,http://lims2/focal_plane_image_series?id=768397367,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=767356399,,
mIVSCC-MET,736493111,http://lims2/specimens?id=736493111,Htr3a-Cre_NO152;Ai14-407562.06.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-407562.06.02,EPhys_180813_01_B06_M,BIOCYTIN_180821_01_B06,500373862,P8S4_180813_360_A01,736493085,04:00.9,1.759703296,V1 Coronal 90,auto_failed,A8S4_180821_09,passed,,407562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp2/3,,,,3420.751807,,,742591570,qc,,,,http://lims2/focal_plane_image_series?id=742591570,,63x go,63x imaging started,765683215,image_qc_passed,http://lims2/focal_plane_image_series?id=765683215,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=766205046,,
mIVSCC-MET,736499204,http://lims2/specimens?id=736499204,Htr3a-Cre_NO152;Ai14-407562.06.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-407562.06.02,EPhys_180813_01_B06_M,BIOCYTIN_180821_01_B06,500373862,P8S4_180813_361_A01,736499125,41:44.9,2.36200192,V1 Coronal 90,auto_failed,A8S4_180821_09,passed,,407562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISpm5,,,,3919.077295,,,742591570,qc,,,,http://lims2/focal_plane_image_series?id=742591570,,63x go,63x imaging started,766340343,image_qc_passed,http://lims2/focal_plane_image_series?id=766340343,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=766730634,,
mIVSCC-MET,746257578,http://lims2/specimens?id=746257578,Htr3a-Cre_NO152;Ai14-411498.03.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.03.01,EPhys_180904_02_B01_M,BIOCYTIN_180911_02_B01,500379388,PBS4_180906_505_A01,746257473,38:10.6,1.109337088,V1 Coronal 90,auto_failed,A8S4_180911_10,failed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,754634575,processing,,,,http://lims2/focal_plane_image_series?id=754634575,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,746090910,http://lims2/specimens?id=746090910,Htr3a-Cre_NO152;Ai14-411498.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.04.01,EPhys_180904_01_C05_M,BIOCYTIN_180911_01_C05,500378746,P1S4_180906_002_A01,746090754,30:30.8,2.861771776,V1 Coronal 90,auto_failed,A8S4_180911_10,failed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,754624102,processing,,,,http://lims2/focal_plane_image_series?id=754624102,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,746086313,http://lims2/specimens?id=746086313,Htr3a-Cre_NO152;Ai14-411498.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.04.02,EPhys_180904_01_D01_M,BIOCYTIN_180911_01_D01,500378738,P8S4_180906_353_A01,746086091,12:22.3,2.495079424,V1 Coronal 90,auto_failed,A8S4_180911_10,passed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp1,,,,3682.088133,,,754625298,qc,,,,http://lims2/focal_plane_image_series?id=754625298,,63x go,63x imaging started,780219349,image_qc_passed,http://lims2/focal_plane_image_series?id=780219349,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=779299769,,
mIVSCC-MET,746108633,http://lims2/specimens?id=746108633,Htr3a-Cre_NO152;Ai14-411498.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.04.02,EPhys_180904_01_D01_M,BIOCYTIN_180911_01_D01,500378738,P8S4_180906_354_A01,746108432,34:49.1,0.12420652,V1 Coronal 90,auto_failed,A8S4_180911_10,passed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,754625298,qc,,,,http://lims2/focal_plane_image_series?id=754625298,,63x go,63x imaging started,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,746102029,http://lims2/specimens?id=746102029,Htr3a-Cre_NO152;Ai14-411498.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.05.01,EPhys_180904_01_D02_M,BIOCYTIN_180911_01_D02,500378736,PAS4_180906_452_A01,746101867,26:23.8,2.51232896,V1 Coronal 90,auto_failed,A8S4_180911_10,passed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp2/3,,,,8504.510817,,,754626075,qc,,,,http://lims2/focal_plane_image_series?id=754626075,,63x go,63x imaging started,778014697,image_qc_passed,http://lims2/focal_plane_image_series?id=778014697,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=778539802,,
mIVSCC-MET,746127771,http://lims2/specimens?id=746127771,Htr3a-Cre_NO152;Ai14-411498.05.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.05.01,EPhys_180904_01_D02_M,BIOCYTIN_180911_01_D02,500378736,PAS4_180906_453_A01,746127703,53:20.8,3.477226752,V1 Coronal 90,auto_failed,A8S4_180911_10,passed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp2/3,,,,8968.309832,,,754626075,qc,,,,http://lims2/focal_plane_image_series?id=754626075,,63x go,63x imaging started,778002425,image_qc_passed,http://lims2/focal_plane_image_series?id=778002425,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=778561263,,
mIVSCC-MET,746157512,http://lims2/specimens?id=746157512,Htr3a-Cre_NO152;Ai14-411498.05.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.05.01,EPhys_180904_01_D02_M,BIOCYTIN_180911_01_D02,500378736,,746157413,14:07.0,3.614192384,V1 Coronal 90,auto_failed,,,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,754626075,qc,,,,http://lims2/focal_plane_image_series?id=754626075,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,746172313,http://lims2/specimens?id=746172313,Htr3a-Cre_NO152;Ai14-411498.05.01.04,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.05.01,EPhys_180904_01_D02_M,BIOCYTIN_180911_01_D02,500378736,PAS4_180906_454_A01,746172206,43:24.0,6.63020032,V1 Coronal 90,auto_failed,A8S4_180911_10,passed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISl2/3,,,,9651.819479,,,754626075,qc,,,,http://lims2/focal_plane_image_series?id=754626075,,63x go,63x imaging started,776927218,deferred,http://lims2/focal_plane_image_series?id=776927218,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=776995768,,
mIVSCC-MET,746141634,http://lims2/specimens?id=746141634,Htr3a-Cre_NO152;Ai14-411498.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.05.02,EPhys_180904_01_D03_M,BIOCYTIN_180911_01_D03,500379412,PBS4_180906_501_A01,746141559,53:51.3,3.88562688,V1 Coronal 90,auto_failed,A8S4_180911_10,failed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,,VISp,,,,,,,754626805,qc,,,,http://lims2/focal_plane_image_series?id=754626805,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,746160014,http://lims2/specimens?id=746160014,Htr3a-Cre_NO152;Ai14-411498.05.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.05.02,EPhys_180904_01_D03_M,BIOCYTIN_180911_01_D03,500379412,PBS4_180906_502_A01,746159889,27:00.4,2.102518016,V1 Coronal 90,auto_failed,A8S4_180911_10,failed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,,VISp,,,,,,,754626805,qc,,,,http://lims2/focal_plane_image_series?id=754626805,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,746177895,http://lims2/specimens?id=746177895,Htr3a-Cre_NO152;Ai14-411498.05.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-411498.05.02,EPhys_180904_01_D03_M,BIOCYTIN_180911_01_D03,500379412,PBS4_180906_503_A01,746177738,42:57.4,3.671060992,V1 Coronal 90,auto_failed,A8S4_180911_10,passed,,411498,Ai14(RCL-tdT),Htr3a-Cre_NO152,,VISp5,,,,3716.636447,,,754626805,qc,,,,http://lims2/focal_plane_image_series?id=754626805,,63x no go,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,792729067,http://lims2/specimens?id=792729067,Htr3a-Cre_NO152;Ai14-430206.02.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-430206.02.01,EPhys_181210_01_A04_M,BIOCYTIN_181218_01_A04,539050648,P2S4_181210_051_A01,792729010,06:11.9,3.392538624,V1 Coronal 107,auto_failed,A8S4_181213_07,passed,,430206,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,805384372,qc,,,,http://lims2/focal_plane_image_series?id=805384372,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,792687812,http://lims2/specimens?id=792687812,Htr3a-Cre_NO152;Ai14-430206.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-430206.03.01,EPhys_181210_01_A02_M,BIOCYTIN_181218_01_A02,539050280,P1S4_181210_003_A01,792687510,02:11.1,4.650558464,V1 Coronal 107,auto_failed,A8S4_181213_07,passed,,430206,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,805384267,qc,,,,http://lims2/focal_plane_image_series?id=805384267,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,794963377,http://lims2/specimens?id=794963377,Htr3a-Cre_NO152;Ai14-430208.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-430208.04.02,EPhys_181210_01_B03_M,BIOCYTIN_181218_01_B03,539051568,P8S4_181213_352_A01,794963269,19:38.5,2.482383104,V1 Coronal 107,auto_failed,A8S4_181219_10,passed,,430208,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,805385676,qc,,,,http://lims2/focal_plane_image_series?id=805385676,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,794978428,http://lims2/specimens?id=794978428,Htr3a-Cre_NO152;Ai14-430208.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-430208.04.02,EPhys_181210_01_B03_M,BIOCYTIN_181218_01_B03,539051568,P8S4_181213_353_A01,794978389,59:51.5,2.048781568,V1 Coronal 107,auto_failed,A8S4_181219_10,passed,,430208,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,805385676,qc,,,,http://lims2/focal_plane_image_series?id=805385676,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,794972158,http://lims2/specimens?id=794972158,Htr3a-Cre_NO152;Ai14-430208.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-430208.05.01,,,,,794972129,16:42.3,2.348402176,V1 Coronal 107,auto_passed,,,,430208,Ai14(RCL-tdT),Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797127309,http://lims2/specimens?id=797127309,Htr3a-Cre_NO152;Ai14-431562.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.03.01,EPhys_181217_01_B05_M,BIOCYTIN_190108b_01_B05,539067715,PES4_181217_652_A01,797127049,10:54.9,2.727330048,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808785289,qc,,,,http://lims2/focal_plane_image_series?id=808785289,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797153425,http://lims2/specimens?id=797153425,Htr3a-Cre_NO152;Ai14-431562.03.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.03.01,EPhys_181217_01_B05_M,BIOCYTIN_190108b_01_B05,539067715,PES4_181217_653_A01,797153347,32:43.9,2.346563072,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808785289,qc,,,,http://lims2/focal_plane_image_series?id=808785289,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797026782,http://lims2/specimens?id=797026782,Htr3a-Cre_NO152;Ai14-431562.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.03.02,EPhys_181217_01_B04_M,BIOCYTIN_190108b_01_B04,539067899,,797026471,11:27.0,1.188323456,V1 Coronal 107,auto_failed,,,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,,,,,,,,,808784379,qc,,,,http://lims2/focal_plane_image_series?id=808784379,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797055346,http://lims2/specimens?id=797055346,Htr3a-Cre_NO152;Ai14-431562.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.03.02,EPhys_181217_01_B04_M,BIOCYTIN_190108b_01_B04,539067899,PFS4_181217_702_A01,797054957,49:37.8,1.3958976,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808784379,qc,,,,http://lims2/focal_plane_image_series?id=808784379,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797087379,http://lims2/specimens?id=797087379,Htr3a-Cre_NO152;Ai14-431562.03.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.03.02,EPhys_181217_01_B04_M,BIOCYTIN_190108b_01_B04,539067899,PFS4_181217_703_A01,797087127,18:01.4,2.889099776,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808784379,qc,,,,http://lims2/focal_plane_image_series?id=808784379,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797113792,http://lims2/specimens?id=797113792,Htr3a-Cre_NO152;Ai14-431562.03.02.04,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.03.02,EPhys_181217_01_B04_M,BIOCYTIN_190108b_01_B04,539067899,PFS4_181217_704_A01,797113606,47:42.1,3.70957056,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808784379,qc,,,,http://lims2/focal_plane_image_series?id=808784379,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,796950055,http://lims2/specimens?id=796950055,Htr3a-Cre_NO152;Ai14-431562.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.04.01,EPhys_181217_01_B01_M,BIOCYTIN_190108b_01_B01,539068447,P1S4_181217_004_A01,796949493,31:05.3,1.768322688,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808780462,qc,,,,http://lims2/focal_plane_image_series?id=808780462,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797002202,http://lims2/specimens?id=797002202,Htr3a-Cre_NO152;Ai14-431562.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.04.01,EPhys_181217_01_B01_M,BIOCYTIN_190108b_01_B01,539068447,,797001911,09:12.4,2.02809984,V1 Coronal 107,auto_failed,,,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808780462,qc,,,,http://lims2/focal_plane_image_series?id=808780462,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797019459,http://lims2/specimens?id=797019459,Htr3a-Cre_NO152;Ai14-431562.04.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.04.01,EPhys_181217_01_B01_M,BIOCYTIN_190108b_01_B01,539068447,P1S4_181217_005_A01,797019167,25:47.5,1.118768,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808780462,qc,,,,http://lims2/focal_plane_image_series?id=808780462,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797055729,http://lims2/specimens?id=797055729,Htr3a-Cre_NO152;Ai14-431562.04.01.04,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.04.01,EPhys_181217_01_B01_M,BIOCYTIN_190108b_01_B01,539068447,,797055468,57:50.5,1.244543232,V1 Coronal 107,auto_failed,,,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808780462,qc,,,,http://lims2/focal_plane_image_series?id=808780462,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,796919010,http://lims2/specimens?id=796919010,Htr3a-Cre_NO152;Ai14-431562.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.04.02,EPhys_181217_01_A06_M,BIOCYTIN_190108b_01_A06,539068631,P8S4_181217_353_A01,796918642,15:20.2,2.193939712,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808779978,qc,,,,http://lims2/focal_plane_image_series?id=808779978,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797062169,http://lims2/specimens?id=797062169,Htr3a-Cre_NO152;Ai14-431562.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.05.01,EPhys_181217_01_B03_M,BIOCYTIN_190108b_01_B03,539066421,PAS4_181217_453_A01,797061996,42:48.1,3.17215104,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808782652,qc,,,,http://lims2/focal_plane_image_series?id=808782652,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797087578,http://lims2/specimens?id=797087578,Htr3a-Cre_NO152;Ai14-431562.05.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.05.01,EPhys_181217_01_B03_M,BIOCYTIN_190108b_01_B03,539066421,PAS4_181217_454_A01,797087441,23:02.0,4.319545344,V1 Coronal 107,auto_failed,A8S4_190103_07,failed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808782652,qc,,,,http://lims2/focal_plane_image_series?id=808782652,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797033702,http://lims2/specimens?id=797033702,Htr3a-Cre_NO152;Ai14-431562.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.05.02,EPhys_181217_01_B02_M,BIOCYTIN_190108b_01_B02,539068263,,797033532,27:48.7,2.96976,V1 Coronal 107,auto_passed,,,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,,,,,,,,,808781074,qc,,,,http://lims2/focal_plane_image_series?id=808781074,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,797061939,http://lims2/specimens?id=797061939,Htr3a-Cre_NO152;Ai14-431562.05.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BAi14-431562.05.02,EPhys_181217_01_B02_M,BIOCYTIN_190108b_01_B02,539068263,PES4_181217_651_A01,797061692,56:23.5,2.220550656,V1 Coronal 107,auto_failed,A8S4_190103_07,passed,,431562,Ai14(RCL-tdT),Htr3a-Cre_NO152,positive,VISp,,,,,,,808781074,qc,,,,http://lims2/focal_plane_image_series?id=808781074,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,695462529,http://lims2/specimens?id=695462529,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-390186.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BPvalb-T2A-FlpO%3BAi65-390186.03.01,EPhys_180507_01_D04_M,BIOCYTIN_180515_01_D04,500370791,P2S4_180508_053_A01,695462439,5/8/2018 22:46,2.6092288,V1 Coronal 90,auto_failed,A8S4_180511_06,failed,,390186,Ai65(RCFL-tdT),Htr3a-Cre_NO152 Pvalb-T2A-FlpO,positive,VISp,,,,,,,700420691,processing,,,,http://lims2/focal_plane_image_series?id=700420691,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,714086883,http://lims2/specimens?id=714086883,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-398210.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BPvalb-T2A-FlpO%3BAi65-398210.03.01,EPhys_180625_01_B06_M,BIOCYTIN_180703_01_B06,500372101,P9S4_180625_407_A01,714086743,6/25/2018 21:47,1.11512384,V1 Coronal 90,auto_failed,A8S4_180629_08,passed,,398210,Ai65(RCFL-tdT),Htr3a-Cre_NO152 Pvalb-T2A-FlpO,positive,VISp4,,,,7584.527581,,,718874102,qc,,,,http://lims2/focal_plane_image_series?id=718874102,,63x no go,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,714088997,http://lims2/specimens?id=714088997,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-398210.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BPvalb-T2A-FlpO%3BAi65-398210.05.01,,,,,714088851,6/25/2018 21:45,2.384310272,V1 Coronal 90,auto_failed,,,,398210,Ai65(RCFL-tdT),Htr3a-Cre_NO152 Pvalb-T2A-FlpO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,714111286,http://lims2/specimens?id=714111286,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-398210.05.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BPvalb-T2A-FlpO%3BAi65-398210.05.01,,,,,714111253,6/25/2018 22:18,2.581373696,V1 Coronal 90,auto_failed,,,,398210,Ai65(RCFL-tdT),Htr3a-Cre_NO152 Pvalb-T2A-FlpO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,714125130,http://lims2/specimens?id=714125130,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-398210.06.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BPvalb-T2A-FlpO%3BAi65-398210.06.02,EPhys_180625_01_C02_M,BIOCYTIN_180703_01_C02,500371371,,714124970,6/25/2018 23:35,3.0544384,V1 Coronal 90,auto_failed,,,,398210,Ai65(RCFL-tdT),Htr3a-Cre_NO152 Pvalb-T2A-FlpO,,VISp,,,,,,,718875168,qc,,,,http://lims2/focal_plane_image_series?id=718875168,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,743801792,http://lims2/specimens?id=743801792,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-410815.02.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BPvalb-T2A-FlpO%3BAi65-410815.02.01,EPhys_180827_03_A05_M,BIOCYTIN_180905_03_A05,500383198,,743801777,37:42.3,1.522057216,V1 Coronal 107,auto_failed,,,,410815,Ai65(RCFL-tdT),Htr3a-Cre_NO152 Pvalb-T2A-FlpO,,,,,,,,,750724258,qc,,,,http://lims2/focal_plane_image_series?id=750724258,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,743803413,http://lims2/specimens?id=743803413,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-410815.02.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Htr3a-Cre_NO152%3BPvalb-T2A-FlpO%3BAi65-410815.02.01,EPhys_180827_03_A05_M,BIOCYTIN_180905_03_A05,500383198,PES4_180829_652_A01,743803398,00:55.9,3.220003328,V1 Coronal 107,auto_failed,A8S4_180910_08,passed,,410815,Ai65(RCFL-tdT),Htr3a-Cre_NO152 Pvalb-T2A-FlpO,positive,VISp,,,,,,,750724258,qc,,,,http://lims2/focal_plane_image_series?id=750724258,check slide,,,,,,,,,,,,,,,,,,,,,,,,,
