project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode ,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at,disease_state
T301x,552546922,http://lims2/specimens?id=552546922,Gad2-IRES-Cre;Ai14-277155.07.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.07.01,EPhys_161017_02_A01_M,BIOCYTIN_161025_02_A01,400161918,P1S4_161017_003_A01,552546907,10/17/2016 11:42,3.207536128,LGN Coronal 90,manual_failed,A3S4_161020,passed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,LGd-sh,,,,8089.254733,,,555093405,qc,s,,,http://lims2/focal_plane_image_series?id=555093405,,,,,,,,,,,,,,,,,,,,,
T301x,552550145,http://lims2/specimens?id=552550145,Gad2-IRES-Cre;Ai14-277155.07.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.07.02,EPhys_161017_02_A03_M,BIOCYTIN_161025_02_A03,400163190,P1S4_161017_004_A01,552549952,10/17/2016 13:35,1.425710208,LGN Coronal 90,manual_failed,A3S4_161020,failed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,555093456,qc,,,,http://lims2/focal_plane_image_series?id=555093456,,,,,,,,,,,,,,,,,,,,,
T301x,552552343,http://lims2/specimens?id=552552343,Gad2-IRES-Cre;Ai14-277155.07.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.07.02,EPhys_161017_02_A03_M,BIOCYTIN_161025_02_A03,400163190,P1S4_161017_005_A01,552552323,10/17/2016 13:53,2.49267584,LGN Coronal 90,manual_failed,A3S4_161020,failed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,555093456,qc,,,,http://lims2/focal_plane_image_series?id=555093456,,,,,,,,,,,,,,,,,,,,,
T301x,552553644,http://lims2/specimens?id=552553644,Gad2-IRES-Cre;Ai14-277155.07.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.07.02,EPhys_161017_02_A03_M,BIOCYTIN_161025_02_A03,400163190,P1S4_161017_006_A01,552553626,10/17/2016 14:19,2.308470784,LGN Coronal 90,manual_failed,A3S4_161020,failed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,555093456,qc,,,,http://lims2/focal_plane_image_series?id=555093456,,,,,,,,,,,,,,,,,,,,,
T301x,552569616,http://lims2/specimens?id=552569616,Gad2-IRES-Cre;Ai14-277155.07.02.04,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.07.02,EPhys_161017_02_A03_M,BIOCYTIN_161025_02_A03,400163190,P1S4_161017_007_A01,552569402,10/17/2016 14:58,4.271500288,LGN Coronal 90,manual_failed,A3S4_161020,failed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,555093456,qc,,,,http://lims2/focal_plane_image_series?id=555093456,,,,,,,,,,,,,,,,,,,,,
T301x,552548347,http://lims2/specimens?id=552548347,Gad2-IRES-Cre;Ai14-277155.08.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.08.01,EPhys_161017_02_A02_M,BIOCYTIN_161025_02_A02,400163374,P4S4_161017_151_A01,552548332,10/17/2016 12:44,1.84317184,LGN Coronal 90,manual_failed,A3S4_161020,passed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,LGd-ip,,,,8015.592538,,,555093436,qc,s,,,http://lims2/focal_plane_image_series?id=555093436,,,,,,,,,,,,,,,,,,,,,
T301x,552549849,http://lims2/specimens?id=552549849,Gad2-IRES-Cre;Ai14-277155.08.01.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.08.01,EPhys_161017_02_A02_M,BIOCYTIN_161025_02_A02,400163374,P4S4_161017_152_A01,552549530,10/17/2016 13:34,2.272249088,LGN Coronal 90,manual_failed,A3S4_161020,passed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,LGd-co,,,,7900.340843,,,555093436,qc,s,,,http://lims2/focal_plane_image_series?id=555093436,,,,,,,,,,,,,,,,,,,,,
T301x,552567909,http://lims2/specimens?id=552567909,Gad2-IRES-Cre;Ai14-277155.08.02.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.08.02,EPhys_161017_02_A04_M,BIOCYTIN_161025_02_A04,400163006,P4S4_161017_153_A01,552567741,10/17/2016 14:53,1.309515648,LGN Coronal 90,manual_failed,A3S4_161020,failed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,chpl,,,,5674.595366,,,555093493,qc,,,,http://lims2/focal_plane_image_series?id=555093493,,,,,,,,,,,,,,,,,,,,,
T301x,552580065,http://lims2/specimens?id=552580065,Gad2-IRES-Cre;Ai14-277155.08.02.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.08.02,EPhys_161017_02_A04_M,BIOCYTIN_161025_02_A04,400163006,P4S4_161017_154_A01,552579810,10/17/2016 15:35,3.044557312,LGN Coronal 90,manual_failed,A3S4_161020,passed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,LGd-co,,,,3222.197361,,,555093493,qc,s,,,http://lims2/focal_plane_image_series?id=555093493,,,,,,,,,,,,,,,,,,,,,
T301x,552589383,http://lims2/specimens?id=552589383,Gad2-IRES-Cre;Ai14-277155.08.02.03,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-277155.08.02,EPhys_161017_02_A04_M,BIOCYTIN_161025_02_A04,400163006,P4S4_161017_155_A01,552589106,10/17/2016 15:57,2.487400448,LGN Coronal 90,manual_failed,A3S4_161020,passed,,277155,Ai14(RCL-tdT),Gad2-IRES-Cre,,LGd-co,,,,3216.039423,,,555093493,qc,s,,,http://lims2/focal_plane_image_series?id=555093493,,,,,,,,,,,,,,,,,,,,,
T301x,554346766,http://lims2/specimens?id=554346766,Gad2-IRES-Cre;Ai14-280034.06.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.06.01,Ephys_161024_04_A01_M,BIOCYTIN_161101_04_A01,400168205,P4S4_161027_153_A01,554346738,10/27/2016 14:18,1,LGN Coronal 90,manual_failed,A3S4_161101,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,,LP,,,,7840.115381,,,555822332,qc,s,,,http://lims2/focal_plane_image_series?id=555822332,,,,,,,,,,,,,,,,,,,,,
T301x,554351962,http://lims2/specimens?id=554351962,Gad2-IRES-Cre;Ai14-280034.06.01.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.06.01,Ephys_161024_04_A01_M,BIOCYTIN_161101_04_A01,400168205,P4S4_161027_154_A01,554351943,,,LGN Coronal 90,invalid_data,A3S4_161101,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,,LP,,,,7654.624963,,,555822332,qc,s,,,http://lims2/focal_plane_image_series?id=555822332,,,,,,,,,,,,,,,,,,,,,
T301x,554357542,http://lims2/specimens?id=554357542,Gad2-IRES-Cre;Ai14-280034.06.01.04,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.06.01,Ephys_161024_04_A01_M,BIOCYTIN_161101_04_A01,400168205,P4S4_161027_156_A01,554357522,10/27/2016 15:42,1,LGN Coronal 90,manual_failed,A3S4_161101,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,,SGN,,,,7727.112833,,,555822332,qc,s,,,http://lims2/focal_plane_image_series?id=555822332,,,,,,,,,,,,,,,,,,,,,
T301x,554361419,http://lims2/specimens?id=554361419,Gad2-IRES-Cre;Ai14-280034.06.01.06,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.06.01,Ephys_161024_04_A01_M,BIOCYTIN_161101_04_A01,400168205,P4S4_161027_158_A01,554361400,10/27/2016 16:18,1,LGN Coronal 90,manual_failed,A3S4_161101,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,,root,,,,5662.154758,,,555822332,qc,,,,http://lims2/focal_plane_image_series?id=555822332,,,,,,,,,,,,,,,,,,,,,
T301x,554335551,http://lims2/specimens?id=554335551,Gad2-IRES-Cre;Ai14-280034.07.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.01,Ephys_161024_02_D02_M,BIOCYTIN_161101_02_D02,400168239,P1S4_161027_001_A01,554335536,10/27/2016 10:40,5.668315136,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667212610,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=667212610,,,,,,,,,,,,,,,,,,,,,
T301x,554336030,http://lims2/specimens?id=554336030,Gad2-IRES-Cre;Ai14-280034.07.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.01,Ephys_161024_02_D02_M,BIOCYTIN_161101_02_D02,400168239,P1S4_161027_002_A01,554335994,10/27/2016 11:03,2.024361472,LGN Coronal 90,invalid_data,A3S4_161031,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667212610,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=667212610,,,,,,,,,,,,,,,,,,,,,
T301x,554338013,http://lims2/specimens?id=554338013,Gad2-IRES-Cre;Ai14-280034.07.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.01,Ephys_161024_02_D02_M,BIOCYTIN_161101_02_D02,400168239,P1S4_161027_003_A01,554337863,10/27/2016 11:25,3.124377088,LGN Coronal 90,manual_failed,A3S4_161031b,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,LGd-sh,,,,8137.879999,,,667212610,pending_ephys_qc,s,,,http://lims2/focal_plane_image_series?id=667212610,,63x go,63x imaging started,649676650,image_qc_passed,http://lims2/focal_plane_image_series?id=649676650,,,,,,,,,,,,,,,
T301x,554341995,http://lims2/specimens?id=554341995,Gad2-IRES-Cre;Ai14-280034.07.01.04,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.01,Ephys_161024_02_D02_M,BIOCYTIN_161101_02_D02,400168239,P1S4_161027_004_A01,554341977,10/27/2016 11:53,1.607693952,LGN Coronal 90,manual_failed,A3S4_161031b,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667212610,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=667212610,,,,,,,,,,,,,,,,,,,,,
T301x,554346156,http://lims2/specimens?id=554346156,Gad2-IRES-Cre;Ai14-280034.07.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.02,Ephys_161024_02_D06_M,BIOCYTIN_161101_02_D06,400167687,P1S4_161027_005_A01,554346141,10/27/2016 14:06,1.581486208,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666820523,qc,,,,http://lims2/focal_plane_image_series?id=666820523,,,,,,,,,,,,,,,,,,,,,
T301x,554346826,http://lims2/specimens?id=554346826,Gad2-IRES-Cre;Ai14-280034.07.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.02,Ephys_161024_02_D06_M,BIOCYTIN_161101_02_D06,400167687,P1S4_161027_006_A01,554346803,10/27/2016 14:26,1.02939392,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666820523,qc,,,,http://lims2/focal_plane_image_series?id=666820523,,,,,,,,,,,,,,,,,,,,,
T301x,554351988,http://lims2/specimens?id=554351988,Gad2-IRES-Cre;Ai14-280034.07.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.02,Ephys_161024_02_D06_M,BIOCYTIN_161101_02_D06,400167687,P1S4_161027_007_A01,554351973,10/27/2016 15:03,1.333504,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666820523,qc,,,,http://lims2/focal_plane_image_series?id=666820523,,,,,,,,,,,,,,,,,,,,,
T301x,554355713,http://lims2/specimens?id=554355713,Gad2-IRES-Cre;Ai14-280034.07.02.04,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.07.02,Ephys_161024_02_D06_M,BIOCYTIN_161101_02_D06,400167687,P1S4_161027_008_A01,554355696,10/27/2016 15:28,3.223480576,LGN Coronal 90,manual_failed,A3S4_161031b,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666820523,qc,,,,http://lims2/focal_plane_image_series?id=666820523,,,,,,,,,,,,,,,,,,,,,
T301x,554336442,http://lims2/specimens?id=554336442,Gad2-IRES-Cre;Ai14-280034.08.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.08.01,EPhys_161024_02_D03_M,BIOCYTIN_161101_02_D03,400168055,P2S4_161027_051_A01,554336170,10/27/2016 11:09,1.286875136,LGN Coronal 90,manual_failed,A3S4_161101,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,LGd-co,,,,7911.67546,,,667211559,processing,s,,,http://lims2/focal_plane_image_series?id=667211559,,63x go,63x imaging started,649678955,autotracing,http://lims2/focal_plane_image_series?id=649678955,,,,,,,,,,,,,,,
T301x,554340947,http://lims2/specimens?id=554340947,Gad2-IRES-Cre;Ai14-280034.08.01.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.08.01,EPhys_161024_02_D03_M,BIOCYTIN_161101_02_D03,400168055,P2S4_161027_052_A01,554340891,10/27/2016 11:46,1.293498112,LGN Coronal 90,manual_failed,A3S4_161101,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667211559,processing,,,,http://lims2/focal_plane_image_series?id=667211559,,,,,,,,,,,,,,,,,,,,,
T301x,554343605,http://lims2/specimens?id=554343605,Gad2-IRES-Cre;Ai14-280034.08.01.03,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.08.01,EPhys_161024_02_D03_M,BIOCYTIN_161101_02_D03,400168055,P2S4_161027_053_A01,554343574,10/27/2016 12:32,1.81947392,LGN Coronal 90,manual_failed,A3S4_161101,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667211559,processing,,,,http://lims2/focal_plane_image_series?id=667211559,,,,,,,,,,,,,,,,,,,,,
T301x,554344444,http://lims2/specimens?id=554344444,Gad2-IRES-Cre;Ai14-280034.08.01.04,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.08.01,EPhys_161024_02_D03_M,BIOCYTIN_161101_02_D03,400168055,P2S4_161027_054_A01,554344427,10/27/2016 12:58,1.134112768,LGN Coronal 90,manual_failed,A3S4_161101,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667211559,processing,,,,http://lims2/focal_plane_image_series?id=667211559,,,,,,,,,,,,,,,,,,,,,
T301x,554337019,http://lims2/specimens?id=554337019,Gad2-IRES-Cre;Ai14-280034.09.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.09.01,Ephys_161024_02_D04_M,BIOCYTIN_161101_02_D04,400167871,P4S4_161027_151_A01,554336705,10/27/2016 10:57,1,LGN Coronal 90,manual_failed,A3S4_161101,passed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,666820463,qc,,,,http://lims2/focal_plane_image_series?id=666820463,,,,,,,,,,,,,,,,,,,,,
T301x,554346622,http://lims2/specimens?id=554346622,Gad2-IRES-Cre;Ai14-280034.09.02.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.09.02,EPhys_161024_02_D05_M,BIOCYTIN_161101_02_D05,400167503,P2S4_161027_055_A01,554346607,10/27/2016 14:17,1.382917376,LGN Coronal 90,manual_failed,A3S4_161101,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666820483,qc,,,,http://lims2/focal_plane_image_series?id=666820483,,,,,,,,,,,,,,,,,,,,,
T301x,554348120,http://lims2/specimens?id=554348120,Gad2-IRES-Cre;Ai14-280034.09.02.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280034.09.02,EPhys_161024_02_D05_M,BIOCYTIN_161101_02_D05,400167503,P2S4_161027_056_A01,554348103,10/27/2016 14:41,1.425121536,LGN Coronal 90,manual_failed,A3S4_161101,failed,,280034,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666820483,qc,,,,http://lims2/focal_plane_image_series?id=666820483,,,,,,,,,,,,,,,,,,,,,
T301x,554239280,http://lims2/specimens?id=554239280,Gad2-IRES-Cre;Ai14-280035.06.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.06.01,Ephys_161024_02_C04_M,BIOCYTIN_161101_02_C04,400168975,P4S4_161026_151_A01,554239092,,,LGN Coronal 90,invalid_data,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,666817092,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=666817092,,,,,,,,,,,,,,,,,,,,,
T301x,554243282,http://lims2/specimens?id=554243282,Gad2-IRES-Cre;Ai14-280035.06.01.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.06.01,Ephys_161024_02_C04_M,BIOCYTIN_161101_02_C04,400168975,P4S4_161026_152_A01,554243144,10/26/2016 11:37,1,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,666817092,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=666817092,,,,,,,,,,,,,,,,,,,,,
T301x,556370103,http://lims2/specimens?id=556370103,Gad2-IRES-Cre;Ai14-280035.06.01.03,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.06.01,Ephys_161024_02_C04_M,BIOCYTIN_161101_02_C04,400168975,,556370078,,,LGN Coronal 90,invalid_data,,,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,666817092,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=666817092,,,,,,,,,,,,,,,,,,,,,
T301x,556370470,http://lims2/specimens?id=556370470,Gad2-IRES-Cre;Ai14-280035.06.01.04,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.06.01,Ephys_161024_02_C04_M,BIOCYTIN_161101_02_C04,400168975,,556370425,,,LGN Coronal 90,invalid_data,,,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,,,,,,,,,666817092,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=666817092,,,,,,,,,,,,,,,,,,,,,
T301x,554233592,http://lims2/specimens?id=554233592,Gad2-IRES-Cre;Ai14-280035.07.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.01,EPhys_161024_02_C03_M,BIOCYTIN_161101_02_C03,400169159,P2S4_161026_051_A01,554233567,10/26/2016 10:43,1.451621376,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666815988,qc,,,,http://lims2/focal_plane_image_series?id=666815988,,,,,,,,,,,,,,,,,,,,,
T301x,554239982,http://lims2/specimens?id=554239982,Gad2-IRES-Cre;Ai14-280035.07.01.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.01,EPhys_161024_02_C03_M,BIOCYTIN_161101_02_C03,400169159,P2S4_161026_052_A01,554239967,10/26/2016 11:24,1.295593856,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666815988,qc,,,,http://lims2/focal_plane_image_series?id=666815988,,,,,,,,,,,,,,,,,,,,,
T301x,554243333,http://lims2/specimens?id=554243333,Gad2-IRES-Cre;Ai14-280035.07.01.03,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.01,EPhys_161024_02_C03_M,BIOCYTIN_161101_02_C03,400169159,P2S4_161026_053_A01,554243318,10/26/2016 11:47,1.263928704,LGN Coronal 90,manual_failed,A3S4_161031b,passed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666815988,qc,,,,http://lims2/focal_plane_image_series?id=666815988,,,,,,,,,,,,,,,,,,,,,
T301x,554249703,http://lims2/specimens?id=554249703,Gad2-IRES-Cre;Ai14-280035.07.01.04,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.01,EPhys_161024_02_C03_M,BIOCYTIN_161101_02_C03,400169159,P2S4_161026_054_A01,554249594,10/26/2016 12:20,2.471802112,LGN Coronal 90,manual_failed,A3S4_161031b,passed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666815988,qc,,,,http://lims2/focal_plane_image_series?id=666815988,,,,,,,,,,,,,,,,,,,,,
T301x,554254784,http://lims2/specimens?id=554254784,Gad2-IRES-Cre;Ai14-280035.07.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.02,EPhys_161024_02_C05_M,BIOCYTIN_161101_02_C05,400168791,P1S4_161026_003_A01,554254759,10/26/2016 13:13,3.234285056,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667213134,qc,,,,http://lims2/focal_plane_image_series?id=667213134,,,,,,,,,,,,,,,,,,,,,
T301x,554258286,http://lims2/specimens?id=554258286,Gad2-IRES-Cre;Ai14-280035.07.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.02,EPhys_161024_02_C05_M,BIOCYTIN_161101_02_C05,400168791,P1S4_161026_004_A01,554258249,10/26/2016 13:34,1.132674048,LGN Coronal 90,manual_failed,A3S4_161031,passed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,LGd-co,,,,3401.233823,,,667213134,qc,s,,,http://lims2/focal_plane_image_series?id=667213134,,63x go,63x imaging started,649674382,autotracing,http://lims2/focal_plane_image_series?id=649674382,,,,,,,,,,,,,,,
T301x,554264561,http://lims2/specimens?id=554264561,Gad2-IRES-Cre;Ai14-280035.07.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.02,EPhys_161024_02_C05_M,BIOCYTIN_161101_02_C05,400168791,P1S4_161026_005_A01,554264245,10/26/2016 14:02,1.542865664,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,667213134,qc,,,,http://lims2/focal_plane_image_series?id=667213134,,,,,,,,,,,,,,,,,,,,,
T301x,554278300,http://lims2/specimens?id=554278300,Gad2-IRES-Cre;Ai14-280035.07.02.04,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.07.02,EPhys_161024_02_C05_M,BIOCYTIN_161101_02_C05,400168791,P1S4_161026_006_A01,554278282,10/26/2016 14:51,1.778168064,LGN Coronal 90,manual_failed,A3S4_161031b,passed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,LGd-co,,,,3191.257641,,,667213134,qc,s,,,http://lims2/focal_plane_image_series?id=667213134,,63x go,63x imaging started,649811372,autotracing,http://lims2/focal_plane_image_series?id=649811372,,,,,,,,,,,,,,,
T301x,554233544,http://lims2/specimens?id=554233544,Gad2-IRES-Cre;Ai14-280035.08.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.08.01,Ephys_161024_02_C02_M,BIOCYTIN_161101_02_C02,400169343,P1S4_161026_001_A01,554233529,10/26/2016 10:44,1.177468672,LGN Coronal 90,manual_failed,A3S4_161031,passed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666815937,qc,,,,http://lims2/focal_plane_image_series?id=666815937,,,,,,,,,,,,,,,,,,,,,
T301x,554235412,http://lims2/specimens?id=554235412,Gad2-IRES-Cre;Ai14-280035.08.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.08.01,Ephys_161024_02_C02_M,BIOCYTIN_161101_02_C02,400169343,P1S4_161026_002_A01,554234770,10/26/2016 11:10,1.794494208,LGN Coronal 90,manual_failed,A3S4_161031,passed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666815937,qc,,,,http://lims2/focal_plane_image_series?id=666815937,,,,,,,,,,,,,,,,,,,,,
T301x,554255304,http://lims2/specimens?id=554255304,Gad2-IRES-Cre;Ai14-280035.08.02.01,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.08.02,EPhys_161024_02_C06_M,BIOCYTIN_161101_02_C06,400168607,P2S4_161026_055_A01,554255195,10/26/2016 13:19,1.372146688,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666819455,qc,,,,http://lims2/focal_plane_image_series?id=666819455,,,,,,,,,,,,,,,,,,,,,
T301x,554261434,http://lims2/specimens?id=554261434,Gad2-IRES-Cre;Ai14-280035.08.02.02,Cell,,not checked,http://lims2/specimens?search[name]=Gad2-IRES-Cre%3BAi14-280035.08.02,EPhys_161024_02_C06_M,BIOCYTIN_161101_02_C06,400168607,P2S4_161026_056_A01,554261419,10/26/2016 13:45,1.825942144,LGN Coronal 90,manual_failed,A3S4_161031,failed,,280035,Ai14(RCL-tdT),Gad2-IRES-Cre,cre reporter negative,,,,,,,,666819455,qc,,,,http://lims2/focal_plane_image_series?id=666819455,,,,,,,,,,,,,,,,,,,,,
