date,organism_name,name,extraction.endPipetteR,extraction.postPatch,rigOperator,status,roi_major,roi_minor,container
2017-10-30 14:57:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357010.02.01.02,1000.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171030_507_A01
2017-10-30 14:57:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357010.02.01.01,1000.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171030_506_A01
2017-10-30 15:14:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354911.02.01.01,1300.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171030_405_A01
2017-10-30 15:14:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354911.02.01.02,1300.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171030_406_A01
2017-10-30 15:33:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354911.06.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171030_356_A01
2017-10-30 15:37:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354911.06.01.01,6.6,nucleus_present,ramr,SUCCESS,VISp,layer 4,PAS4_171030_453_A01
2017-10-31 09:55:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-356149.04.01.01,1500.0,nucleus_present,aarono,SUCCESS,VISp,layer 6a,P6S4_171031_251_A01
2017-10-31 12:27:00 -0700,Mouse,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-354752.03.01.01,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 6a,P2S4_171031_051_A01
2017-10-31 12:27:00 -0700,Mouse,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-354752.03.01.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 6a,P2S4_171031_052_A01
2017-10-31 12:27:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-356149.05.01.01,1200.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171031_401_A01
2017-10-31 12:28:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-356149.05.02.01,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171031_351_A01
2017-10-31 12:28:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-356149.05.02.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171031_352_A01
2017-10-31 12:40:00 -0700,Mouse,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-354752.04.02.01,2000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171031_501_A01
2017-10-31 13:06:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354917.03.01.01,6.8,nucleus_absent,lisak,SUCCESS,VISp,layer 5,P9S4_171031_402_A01
2017-10-31 13:35:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354917.05.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171031_353_A01
2017-10-31 13:38:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-356149.03.02.01,2000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171031_502_A01
2017-10-31 13:38:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354917.06.01.01,7.5,nucleus_present,ramr,SUCCESS,VISp,layer 5,PAS4_171031_451_A01
2017-10-31 14:12:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171031_354_A01
2017-10-31 14:26:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354917.04.01.01,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 5,PBS4_171031_503_A01
2017-10-31 14:32:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.05.01.01,1400.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171031_403_A01
2017-10-31 14:32:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.05.01.02,1200.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171031_404_A01
2017-10-31 14:42:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354917.04.02.01,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 5,P2S4_171031_053_A01
2017-10-31 14:42:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354917.04.02.02,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 5,P2S4_171031_054_A01
2017-10-31 15:04:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.05.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171031_355_A01
2017-10-31 15:04:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.05.02.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171031_356_A01
2017-10-31 15:23:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.03.01.01,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171031_405_A01
2017-10-31 15:23:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.03.01.04,980.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171031_408_A01
2017-10-31 15:23:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.03.01.02,1200.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171031_406_A01
2017-10-31 15:23:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.03.01.03,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171031_407_A01
2017-10-31 15:52:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.03.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171031_056_A01
2017-10-31 15:52:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357009.03.02.01,5.0,nucleus_absent,rustym,SUCCESS,VISp,layer 5,P2S4_171031_055_A01
2017-11-01 09:57:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.06.02.01,6.1,nucleus_present,ramr,SUCCESS,VISp,layer 4,PAS4_171101_451_A01
2017-11-01 10:18:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171101_351_A01
2017-11-01 10:18:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.04.02.02,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171101_352_A01
2017-11-01 10:29:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.03.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171101_051_A01
2017-11-01 10:29:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.03.02.02,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 6a,P2S4_171101_052_A01
2017-11-01 10:30:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.03.01.01,100.0,nucleus_present,dijonh,SUCCESS,VISp,layer 5,PBS4_171101_501_A01
2017-11-01 10:30:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.03.01.02,500.0,nucleus_present,dijonh,SUCCESS,VISp,layer 5,PBS4_171101_502_A01
2017-11-01 10:52:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357014.03.02.01,2100.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171101_401_A01
2017-11-01 10:52:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357014.03.02.02,16.0,nucleus_absent,lisak,SUCCESS,VISp,layer 5,P9S4_171101_402_A01
2017-11-01 11:10:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357014.06.02.01,3.5,entire_cell,ramr,SUCCESS,VISp,layer 4,PAS4_171101_452_A01
2017-11-01 13:29:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.04.02.02,8.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171101_354_A01
2017-11-01 13:29:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171101_353_A01
2017-11-01 13:29:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.04.01.01,1000.0,nucleus_present,lisak,SUCCESS,VISp,layer 4,P9S4_171101_403_A01
2017-11-01 13:56:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.03.01.01,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 2/3,PBS4_171101_503_A01
2017-11-01 13:59:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.03.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171101_053_A01
2017-11-01 14:20:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.05.01.01,0.0,nucleus_absent,lisak,SUCCESS,VISp,layer 4,P9S4_171101_404_A01
2017-11-01 14:41:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.06.02.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171101_356_A01
2017-11-01 14:41:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.06.02.01,10.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171101_355_A01
2017-11-01 14:45:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353876.05.02.01,7.2,nucleus_absent,ramr,SUCCESS,VISp,layer 5,PAS4_171101_453_A01
2017-11-01 15:41:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.02.01.02,1000.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171101_505_A01
2017-11-01 15:41:00 -0700,Mouse,Rorb-IRES2-Cre;Ai14-357463.02.01.01,400.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171101_504_A01
2017-11-02 09:41:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.04.01.01,3.5,nucleus_absent,lisak,SUCCESS,VISp,layer 5,P9S4_171102_401_A01
2017-11-02 09:41:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.04.01.02,1500.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171102_402_A01
2017-11-02 09:41:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.04.01.03,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171102_403_A01
2017-11-02 10:00:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.06.02.02,1000.0,nucleus_present,ramr,SUCCESS,VISp,layer 4,PAS4_171102_452_A01
2017-11-02 10:00:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.06.02.01,1000.0,nucleus_present,ramr,SUCCESS,VISp,layer 4,PAS4_171102_451_A01
2017-11-02 10:09:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171102_351_A01
2017-11-02 10:34:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.03.02.02,1000.0,nucleus_absent,rustym,SUCCESS,VISp,layer 5,P2S4_171102_052_A01
2017-11-02 10:34:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.03.02.01,400.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171102_051_A01
2017-11-02 10:43:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.05.02.02,10.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171102_353_A01
2017-11-02 10:43:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.05.02.01,1000.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171102_352_A01
2017-11-02 10:43:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.05.02.03,1000.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171102_354_A01
2017-11-02 10:45:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.05.01.01,1500.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171102_404_A01
2017-11-02 11:51:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.03.01.01,400.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 5,PBS4_171102_501_A01
2017-11-02 11:51:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357013.03.01.02,300.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 5,PBS4_171102_502_A01
2017-11-02 12:03:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354918.04.01.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171102_053_A01
2017-11-02 12:03:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354918.04.01.02,1000.0,nucleus_absent,rustym,SUCCESS,VISp,layer 6a,P2S4_171102_054_A01
2017-11-02 12:11:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354918.05.01.01,1000.0,nucleus_present,ramr,SUCCESS,VISp,layer 5,PAS4_171102_453_A01
2017-11-02 13:04:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357012.04.01.01,1600.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171102_405_A01
2017-11-02 13:28:00 -0700,Mouse,Sim1-Cre_KJ18;Ai14-354918.03.02.01,200.0,entire_cell,dijonh,SUCCESS,VISp,layer 5,PBS4_171102_503_A01
2017-11-02 13:53:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357012.05.01.02,1000.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171102_407_A01
2017-11-02 13:53:00 -0700,Mouse,Rbp4-Cre_KL100;Ai14-357012.05.01.01,900.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171102_406_A01
2017-11-03 09:46:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353877.03.01.01,9.5,nucleus_absent,lisak,SUCCESS,VISp,layer 5,P9S4_171103_401_A01
2017-11-03 09:56:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353877.02.01.02,400.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171103_502_A01
2017-11-03 09:56:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353877.02.01.01,0.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171103_501_A01
2017-11-03 10:01:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353877.06.01.01,18.5,nucleus_absent,ramr,SUCCESS,VISp,layer 4,PAS4_171103_451_A01
2017-11-03 10:03:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353877.03.02.01,0.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171103_351_A01
2017-11-03 10:03:00 -0700,Mouse,Tlx3-Cre_PL56;Ai14-353877.03.02.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 4,P8S4_171103_352_A01
2017-11-03 12:00:00 -0700,Mouse,Slc17a8-iCre;Ai14-356688.04.01.01,1000.0,nucleus_present,ramr,SUCCESS,VISp,layer 5,PAS4_171103_452_A01
2017-11-03 12:39:00 -0700,Mouse,Slc17a8-iCre;Ai14-356688.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171103_353_A01
2017-11-03 13:20:00 -0700,Mouse,Slc17a8-iCre;Ai14-356688.03.02.01,10.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171103_354_A01
2017-11-06 10:13:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357929.04.01.01,1300.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171106_401_A01
2017-11-06 10:56:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357929.05.01.02,0.0,nucleus_absent,lisak,SUCCESS,VISp,layer 6a,P9S4_171106_403_A01
2017-11-06 10:56:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357929.05.01.01,1400.0,nucleus_present,lisak,SUCCESS,VISp,layer 6a,P9S4_171106_402_A01
2017-11-06 11:18:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357668.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171106_351_A01
2017-11-06 11:18:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357668.04.02.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 6a,P8S4_171106_352_A01
2017-11-06 11:38:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357668.04.01.01,500.0,nucleus_present,dijonh,SUCCESS,VISp,layer 6b,PBS4_171106_501_A01
2017-11-06 12:50:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357929.03.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171106_051_A01
2017-11-06 12:50:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357929.03.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171106_052_A01
2017-11-06 13:46:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357944.03.02.01,100.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171106_502_A01
2017-11-06 13:54:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357944.04.02.01,10.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171106_353_A01
2017-11-06 13:54:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357944.04.02.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171106_354_A01
2017-11-06 14:14:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.03.01.02,1500.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171106_405_A01
2017-11-06 14:14:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.03.01.01,1400.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171106_404_A01
2017-11-06 14:34:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357944.03.01.01,10.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171106_053_A01
2017-11-06 14:34:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357944.03.01.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171106_054_A01
2017-11-06 14:37:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.04.01.01,400.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 6a,PBS4_171106_503_A01
2017-11-06 14:57:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.05.01.01,16.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171106_406_A01
2017-11-06 14:57:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.05.01.02,500.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171106_407_A01
2017-11-06 15:00:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.03.02.01,10.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 6a,P8S4_171106_355_A01
2017-11-06 15:44:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.04.02.02,100.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 6a,PBS4_171106_505_A01
2017-11-06 15:44:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.04.02.03,300.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 6a,PBS4_171106_506_A01
2017-11-06 15:44:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.04.02.01,1000.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 6a,PBS4_171106_504_A01
2017-11-06 16:02:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357982.02.02.01,10.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171106_356_A01
2017-11-07 09:59:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.05.02.01,2000.0,nucleus_present,ramr,SUCCESS,VISp,layer 4,PAS4_171107_451_A01
2017-11-07 10:04:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.04.02.02,10.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171107_352_A01
2017-11-07 10:04:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.04.02.01,50.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171107_351_A01
2017-11-07 10:46:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.03.01.01,600.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171107_501_A01
2017-11-07 10:46:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.03.01.02,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171107_502_A01
2017-11-07 11:17:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 6a,P8S4_171107_353_A01
2017-11-07 13:15:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.04.01.01,1500.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171107_401_A01
2017-11-07 13:15:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.04.01.02,1500.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171107_402_A01
2017-11-07 13:25:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.03.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 6a,P8S4_171107_354_A01
2017-11-07 13:25:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.03.02.02,5.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 6a,P8S4_171107_355_A01
2017-11-07 13:29:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.05.01.02,3000.0,nucleus_present,ramr,SUCCESS,VISp,layer 6a,PAS4_171107_453_A01
2017-11-07 13:29:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.05.01.01,1500.0,nucleus_present,ramr,SUCCESS,VISp,layer 6a,PAS4_171107_452_A01
2017-11-07 13:58:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.03.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171107_052_A01
2017-11-07 13:58:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.03.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171107_051_A01
2017-11-07 14:01:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.02.01.02,5.0,nucleus_absent,lisak,SUCCESS,VISp,layer 6b,P9S4_171107_404_A01
2017-11-07 14:01:00 -0700,Mouse,Ntsr1-Cre_GN220;Ai14-357985.02.01.01,250.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171107_403_A01
2017-11-07 14:10:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.04.01.02,300.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171107_505_A01
2017-11-07 14:10:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357945.04.01.01,100.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 2/3,PBS4_171107_504_A01
2017-11-08 09:28:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357671.03.01.01,900.0,nucleus_present,lisak,SUCCESS,VISp,layer 4,P9S4_171108_401_A01
2017-11-08 10:13:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357671.04.01.01,900.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171108_402_A01
2017-11-08 10:21:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357671.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 4,P8S4_171108_351_A01
2017-11-08 10:21:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357671.04.02.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171108_352_A01
2017-11-08 11:07:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357930.04.01.01,1000.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171108_403_A01
2017-11-08 11:16:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357930.03.02.01,300.0,nucleus_absent,rustym,SUCCESS,VISp,layer 6a,P2S4_171108_051_A01
2017-11-08 11:16:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357930.03.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 2/3,P2S4_171108_052_A01
2017-11-08 11:22:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357930.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 6a,P8S4_171108_353_A01
2017-11-08 13:26:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.05.01.01,15.0,nucleus_absent,lisak,SUCCESS,VISp,layer 2/3,P9S4_171108_404_A01
2017-11-08 13:45:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.04.02.01,5.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171108_354_A01
2017-11-08 13:57:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.03.02.03,10.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171108_055_A01
2017-11-08 13:57:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.03.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 6a,P2S4_171108_054_A01
2017-11-08 13:57:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.03.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171108_053_A01
2017-11-08 14:14:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.05.02.03,2400.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171108_407_A01
2017-11-08 14:14:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.05.02.02,1400.0,nucleus_present,lisak,SUCCESS,VISp,layer 6a,P9S4_171108_406_A01
2017-11-08 14:14:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.05.02.01,1000.0,nucleus_absent,lisak,SUCCESS,VISp,layer 4,P9S4_171108_405_A01
2017-11-08 14:22:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.04.01.01,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171108_355_A01
2017-11-08 14:22:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.04.01.02,1000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171108_356_A01
2017-11-08 15:14:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357930.02.01.01,1400.0,nucleus_present,lisak,SUCCESS,VISp,layer 6a,P9S4_171108_408_A01
2017-11-08 15:14:00 -0700,Mouse,Sst-IRES-Cre;Ai14-357930.02.01.02,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 6a,P9S4_171108_409_A01
2017-11-08 15:16:00 -0700,Mouse,Pvalb-IRES-Cre;Ai14-357946.02.01.01,800.0,nucleus_absent,aarono,SUCCESS,VISp,layer 2/3,PXS4_171108_251_A01
